"Step","sample_1M - val_acc_epoch","sample_1M - val_acc_epoch__MIN","sample_1M - val_acc_epoch__MAX","sample_100k - val_acc_epoch","sample_100k - val_acc_epoch__MIN","sample_100k - val_acc_epoch__MAX","sample_10k - val_acc_epoch","sample_10k - val_acc_epoch__MIN","sample_10k - val_acc_epoch__MAX","sample_2k - val_acc_epoch","sample_2k - val_acc_epoch__MIN","sample_2k - val_acc_epoch__MAX"
"167","0.9621124267578125","0.9621124267578125","0.9621124267578125","0.9641640186309814","0.9641640186309814","0.9641640186309814","0.9663964509963989","0.9663964509963989","0.9663964509963989","","",""
"168","","","","","","","","","","0.9704228639602661","0.9704228639602661","0.9704228639602661"
"182","0.9661069512367249","0.9661069512367249","0.9661069512367249","0.968120813369751","0.968120813369751","0.968120813369751","","","","","",""
"185","","","","","","","0.9683370590209961","0.9683370590209961","0.9683370590209961","","",""
"187","","","","","","","","","","0.9733288288116455","0.9733288288116455","0.9733288288116455"
"199","0.9680196642875671","0.9680196642875671","0.9680196642875671","0.9698302745819092","0.9698302745819092","0.9698302745819092","","","","","",""
"202","","","","","","","0.9711806178092957","0.9711806178092957","0.9711806178092957","","",""
"205","","","","","","","","","","0.9745987057685852","0.9745987057685852","0.9745987057685852"
"216","","","","0.9713529348373413","0.9713529348373413","0.9713529348373413","","","","","",""
"219","","","","","","","0.9718772768974304","0.9718772768974304","0.9718772768974304","","",""
"224","","","","","","","","","","0.9766541123390198","0.9766541123390198","0.9766541123390198"
"233","0.9717227220535278","0.9717227220535278","0.9717227220535278","0.9730661511421204","0.9730661511421204","0.9730661511421204","","","","","",""
"236","","","","","","","0.9738284349441528","0.9738284349441528","0.9738284349441528","","",""
"244","","","","","","","","","","0.9774509072303772","0.9774509072303772","0.9774509072303772"
"250","0.9727762341499329","0.9727762341499329","0.9727762341499329","0.9743618965148926","0.9743618965148926","0.9743618965148926","","","","","",""
"251","","","","","","","0.974376380443573","0.974376380443573","0.974376380443573","","",""
"261","","","","","","","","","","0.9781244993209839","0.9781244993209839","0.9781244993209839"
"267","0.9741994142532349","0.9741994142532349","0.9741994142532349","0.975548267364502","0.975548267364502","0.975548267364502","","","","","",""
"268","","","","","","","0.975724995136261","0.975724995136261","0.975724995136261","","",""
"281","","","","","","","","","","0.9790450930595398","0.9790450930595398","0.9790450930595398"
"284","0.9750053286552429","0.9750053286552429","0.9750053286552429","0.9758549928665161","0.9758549928665161","0.9758549928665161","","","","","",""
"285","","","","","","","0.9765500426292419","0.9765500426292419","0.9765500426292419","","",""
"300","","","","","","","","","","0.9793093204498291","0.9793093204498291","0.9793093204498291"
"301","0.9751859307289124","0.9751859307289124","0.9751859307289124","0.9759459495544434","0.9759459495544434","0.9759459495544434","","","","","",""
"302","","","","","","","0.9766806960105896","0.9766806960105896","0.9766806960105896","","",""
"318","0.9763537645339966","0.9763537645339966","0.9763537645339966","0.9770448803901672","0.9770448803901672","0.9770448803901672","","","","0.9801982045173645","0.9801982045173645","0.9801982045173645"
"319","","","","","","","0.9773143529891968","0.9773143529891968","0.9773143529891968","","",""
"335","0.9767195582389832","0.9767195582389832","0.9767195582389832","0.9779075384140015","0.9779075384140015","0.9779075384140015","","","","","",""
"336","","","","","","","0.9775805473327637","0.9775805473327637","0.9775805473327637","","",""
"337","","","","","","","","","","0.9799503684043884","0.9799503684043884","0.9799503684043884"
"350","0.9769577383995056","0.9769577383995056","0.9769577383995056","0.9786140322685242","0.9786140322685242","0.9786140322685242","","","","","",""
"354","","","","","","","0.9784322381019592","0.9784322381019592","0.9784322381019592","","",""
"357","","","","","","","","","","0.9809051156044006","0.9809051156044006","0.9809051156044006"
"367","0.9776354432106018","0.9776354432106018","0.9776354432106018","0.9785246849060059","0.9785246849060059","0.9785246849060059","","","","","",""
"371","","","","","","","0.9785194993019104","0.9785194993019104","0.9785194993019104","","",""
"376","","","","","","","","","","0.9811882376670837","0.9811882376670837","0.9811882376670837"
"384","","","","0.9788305163383484","0.9788305163383484","0.9788305163383484","","","","","",""
"388","","","","","","","0.9791033864021301","0.9791033864021301","0.9791033864021301","","",""
"394","","","","","","","","","","0.9813082814216614","0.9813082814216614","0.9813082814216614"
"401","0.9787736535072327","0.9787736535072327","0.9787736535072327","0.9792560338973999","0.9792560338973999","0.9792560338973999","","","","","",""
"405","","","","","","","0.9793665409088135","0.9793665409088135","0.9793665409088135","","",""
"413","","","","","","","","","","0.9812864065170288","0.9812864065170288","0.9812864065170288"
"418","0.9789745211601257","0.9789745211601257","0.9789745211601257","0.9795830845832825","0.9795830845832825","0.9795830845832825","","","","","",""
"422","","","","","","","0.9799901843070984","0.9799901843070984","0.9799901843070984","","",""
"433","","","","","","","","","","0.9817890524864197","0.9817890524864197","0.9817890524864197"
"435","0.9793204665184021","0.9793204665184021","0.9793204665184021","0.9799674153327942","0.9799674153327942","0.9799674153327942","","","","","",""
"439","","","","","","","0.9801743030548096","0.9801743030548096","0.9801743030548096","","",""
"450","","","","","","","","","","0.9820492267608643","0.9820492267608643","0.9820492267608643"
"452","0.9795376062393188","0.9795376062393188","0.9795376062393188","0.9799512028694153","0.9799512028694153","0.9799512028694153","","","","","",""
"456","","","","","","","0.9804209470748901","0.9804209470748901","0.9804209470748901","","",""
"469","0.9796409606933594","0.9796409606933594","0.9796409606933594","0.9806513786315918","0.9806513786315918","0.9806513786315918","","","","","",""
"470","","","","","","","","","","0.9818747639656067","0.9818747639656067","0.9818747639656067"
"473","","","","","","","0.9809303879737854","0.9809303879737854","0.9809303879737854","","",""
"486","0.9803418517112732","0.9803418517112732","0.9803418517112732","0.9810926914215088","0.9810926914215088","0.9810926914215088","","","","","",""
"488","","","","","","","0.980483889579773","0.980483889579773","0.980483889579773","","",""
"489","","","","","","","","","","0.9818951487541199","0.9818951487541199","0.9818951487541199"
"503","0.9806002974510193","0.9806002974510193","0.9806002974510193","0.9806093573570251","0.9806093573570251","0.9806093573570251","","","","","",""
"505","","","","","","","0.9809509515762329","0.9809509515762329","0.9809509515762329","","",""
"507","","","","","","","","","","0.9826731085777283","0.9826731085777283","0.9826731085777283"
"518","0.9808592796325684","0.9808592796325684","0.9808592796325684","0.9810653328895569","0.9810653328895569","0.9810653328895569","","","","","",""
"525","","","","","","","0.9817917943000793","0.9817917943000793","0.9817917943000793","","",""
"526","","","","","","","","","","0.9823299646377563","0.9823299646377563","0.9823299646377563"
"535","0.9807628989219666","0.9807628989219666","0.9807628989219666","0.9817011952400208","0.9817011952400208","0.9817011952400208","","","","","",""
"542","","","","","","","0.981794536113739","0.981794536113739","0.981794536113739","","",""
"546","","","","","","","","","","0.9824841618537903","0.9824841618537903","0.9824841618537903"
"552","0.9813595414161682","0.9813595414161682","0.9813595414161682","0.981768012046814","0.981768012046814","0.981768012046814","","","","","",""
"557","","","","","","","0.9819095730781555","0.9819095730781555","0.9819095730781555","","",""
"565","","","","","","","","","","0.9827726483345032","0.9827726483345032","0.9827726483345032"
"569","0.9816790223121643","0.9816790223121643","0.9816790223121643","0.982119083404541","0.982119083404541","0.982119083404541","","","","","",""
"574","","","","","","","0.9821732044219971","0.9821732044219971","0.9821732044219971","","",""
"583","","","","","","","","","","0.982826828956604","0.982826828956604","0.982826828956604"
"586","0.9815444350242615","0.9815444350242615","0.9815444350242615","0.982064425945282","0.982064425945282","0.982064425945282","","","","","",""
"591","","","","","","","0.9821050763130188","0.9821050763130188","0.9821050763130188","","",""
"602","","","","","","","","","","0.9827818274497986","0.9827818274497986","0.9827818274497986"
"603","0.9814823865890503","0.9814823865890503","0.9814823865890503","0.9820677638053894","0.9820677638053894","0.9820677638053894","","","","","",""
"608","","","","","","","0.982102632522583","0.982102632522583","0.982102632522583","","",""
"620","0.9819963574409485","0.9819963574409485","0.9819963574409485","0.9823305010795593","0.9823305010795593","0.9823305010795593","","","","","",""
"622","","","","","","","","","","0.982740044593811","0.982740044593811","0.982740044593811"
"625","","","","","","","0.9823965430259705","0.9823965430259705","0.9823965430259705","","",""
"637","0.9821096658706665","0.9821096658706665","0.9821096658706665","0.9825685620307922","0.9825685620307922","0.9825685620307922","","","","","",""
"639","","","","","","","","","","0.9828407168388367","0.9828407168388367","0.9828407168388367"
"642","","","","","","","0.9824690222740173","0.9824690222740173","0.9824690222740173","","",""
"654","0.9821502566337585","0.9821502566337585","0.9821502566337585","0.9822078943252563","0.9822078943252563","0.9822078943252563","","","","","",""
"659","","","","","","","0.9827243685722351","0.9827243685722351","0.9827243685722351","0.9827239513397217","0.9827239513397217","0.9827239513397217"
"671","0.9825723767280579","0.9825723767280579","0.9825723767280579","0.9824891090393066","0.9824891090393066","0.9824891090393066","","","","","",""
"676","","","","","","","0.9823019504547119","0.9823019504547119","0.9823019504547119","","",""
"678","","","","","","","","","","0.9828549027442932","0.9828549027442932","0.9828549027442932"
"686","0.9827724695205688","0.9827724695205688","0.9827724695205688","0.982419490814209","0.982419490814209","0.982419490814209","","","","","",""
"694","","","","","","","0.9830727577209473","0.9830727577209473","0.9830727577209473","","",""
"696","","","","","","","","","","0.9827033281326294","0.9827033281326294","0.9827033281326294"
"703","0.9822636246681213","0.9822636246681213","0.9822636246681213","0.9828455448150635","0.9828455448150635","0.9828455448150635","","","","","",""
"711","","","","","","","0.9825932383537292","0.9825932383537292","0.9825932383537292","","",""
"715","","","","","","","","","","0.9831593036651611","0.9831593036651611","0.9831593036651611"
"720","0.9826940894126892","0.9826940894126892","0.9826940894126892","0.9830931425094604","0.9830931425094604","0.9830931425094604","","","","","",""
"728","","","","","","","0.9833530187606812","0.9833530187606812","0.9833530187606812","","",""
"735","","","","","","","","","","0.9830552339553833","0.9830552339553833","0.9830552339553833"
"737","0.9831061959266663","0.9831061959266663","0.9831061959266663","0.9834017157554626","0.9834017157554626","0.9834017157554626","","","","","",""
"745","","","","","","","0.983165979385376","0.983165979385376","0.983165979385376","","",""
"754","0.9827832579612732","0.9827832579612732","0.9827832579612732","0.9830982089042664","0.9830982089042664","0.9830982089042664","","","","0.9833513498306274","0.9833513498306274","0.9833513498306274"
"762","","","","","","","0.983401358127594","0.983401358127594","0.983401358127594","","",""
"771","0.9834272265434265","0.9834272265434265","0.9834272265434265","0.9833962321281433","0.9833962321281433","0.9833962321281433","","","","","",""
"772","","","","","","","","","","0.9832927584648132","0.9832927584648132","0.9832927584648132"
"779","","","","","","","0.983317494392395","0.983317494392395","0.983317494392395","","",""
"788","0.9836980700492859","0.9836980700492859","0.9836980700492859","0.9835163950920105","0.9835163950920105","0.9835163950920105","","","","","",""
"791","","","","","","","","","","0.9829145073890686","0.9829145073890686","0.9829145073890686"
"794","","","","","","","0.9832080602645874","0.9832080602645874","0.9832080602645874","","",""
"805","0.983720064163208","0.983720064163208","0.983720064163208","0.9833140969276428","0.9833140969276428","0.9833140969276428","","","","","",""
"811","","","","","","","0.9835744500160217","0.9835744500160217","0.9835744500160217","0.9831610321998596","0.9831610321998596","0.9831610321998596"
"822","0.9835963249206543","0.9835963249206543","0.9835963249206543","0.9836810231208801","0.9836810231208801","0.9836810231208801","","","","","",""
"828","","","","","","","0.9837719202041626","0.9837719202041626","0.9837719202041626","0.9834347367286682","0.9834347367286682","0.9834347367286682"
"839","0.9833024144172668","0.9833024144172668","0.9833024144172668","0.9833967685699463","0.9833967685699463","0.9833967685699463","","","","","",""
"845","","","","","","","0.9836732149124146","0.9836732149124146","0.9836732149124146","","",""
"848","","","","","","","","","","0.9833687543869019","0.9833687543869019","0.9833687543869019"
"854","0.9834184646606445","0.9834184646606445","0.9834184646606445","0.9836341142654419","0.9836341142654419","0.9836341142654419","","","","","",""
"863","","","","","","","0.9839255213737488","0.9839255213737488","0.9839255213737488","","",""
"867","","","","","","","","","","0.9832577109336853","0.9832577109336853","0.9832577109336853"
"871","0.9839401245117188","0.9839401245117188","0.9839401245117188","0.9840249419212341","0.9840249419212341","0.9840249419212341","","","","","",""
"880","","","","","","","0.9840525388717651","0.9840525388717651","0.9840525388717651","","",""
"885","","","","","","","","","","0.9830842018127441","0.9830842018127441","0.9830842018127441"
"888","0.9839097261428833","0.9839097261428833","0.9839097261428833","0.9844910502433777","0.9844910502433777","0.9844910502433777","","","","","",""
"897","","","","","","","0.9840472340583801","0.9840472340583801","0.9840472340583801","","",""
"904","","","","","","","","","","0.9833229780197144","0.9833229780197144","0.9833229780197144"
"905","0.9839832186698914","0.9839832186698914","0.9839832186698914","0.9841652512550354","0.9841652512550354","0.9841652512550354","","","","","",""
"914","","","","","","","0.9841154217720032","0.9841154217720032","0.9841154217720032","","",""
"922","0.984188437461853","0.984188437461853","0.984188437461853","0.9842893481254578","0.9842893481254578","0.9842893481254578","","","","","",""
"924","","","","","","","","","","0.9833356738090515","0.9833356738090515","0.9833356738090515"
"931","","","","","","","0.9841719269752502","0.9841719269752502","0.9841719269752502","","",""
"939","0.9839765429496765","0.9839765429496765","0.9839765429496765","0.9841265678405762","0.9841265678405762","0.9841265678405762","","","","","",""
"943","","","","","","","","","","0.9833545088768005","0.9833545088768005","0.9833545088768005"
"948","","","","","","","0.98421710729599","0.98421710729599","0.98421710729599","","",""
"956","0.9837111234664917","0.9837111234664917","0.9837111234664917","0.9845573902130127","0.9845573902130127","0.9845573902130127","","","","","",""
"961","","","","","","","","","","0.9831405282020569","0.9831405282020569","0.9831405282020569"
"965","","","","","","","0.9844560623168945","0.9844560623168945","0.9844560623168945","","",""
"973","0.9841588139533997","0.9841588139533997","0.9841588139533997","0.9842128157615662","0.9842128157615662","0.9842128157615662","","","","","",""
"980","","","","","","","","","","0.9832021594047546","0.9832021594047546","0.9832021594047546"
"982","","","","","","","0.9844715595245361","0.9844715595245361","0.9844715595245361","","",""
"990","0.9842884540557861","0.9842884540557861","0.9842884540557861","0.9845890998840332","0.9845890998840332","0.9845890998840332","","","","","",""
"999","","","","","","","0.9846128225326538","0.9846128225326538","0.9846128225326538","","",""
"1000","","","","","","","","","","0.9833794236183167","0.9833794236183167","0.9833794236183167"
"1007","0.9845283031463623","0.9845283031463623","0.9845283031463623","0.9842546582221985","0.9842546582221985","0.9842546582221985","","","","","",""
"1016","","","","","","","0.9845408797264099","0.9845408797264099","0.9845408797264099","","",""
"1017","","","","","","","","","","0.983444094657898","0.983444094657898","0.983444094657898"
"1022","0.9843055009841919","0.9843055009841919","0.9843055009841919","0.9848133325576782","0.9848133325576782","0.9848133325576782","","","","","",""
"1034","","","","","","","0.9848012924194336","0.9848012924194336","0.9848012924194336","","",""
"1037","","","","","","","","","","0.9835783243179321","0.9835783243179321","0.9835783243179321"
"1039","0.9847135543823242","0.9847135543823242","0.9847135543823242","0.9845918416976929","0.9845918416976929","0.9845918416976929","","","","","",""
"1051","","","","","","","0.9850042462348938","0.9850042462348938","0.9850042462348938","","",""
"1056","0.98444002866745","0.98444002866745","0.98444002866745","0.9845863580703735","0.9845863580703735","0.9845863580703735","","","","0.9832905530929565","0.9832905530929565","0.9832905530929565"
"1068","","","","","","","0.9849221110343933","0.9849221110343933","0.9849221110343933","","",""
"1073","0.9846123456954956","0.9846123456954956","0.9846123456954956","0.9848336577415466","0.9848336577415466","0.9848336577415466","","","","","",""
"1074","","","","","","","","","","0.9832103252410889","0.9832103252410889","0.9832103252410889"
"1085","","","","","","","0.984768271446228","0.984768271446228","0.984768271446228","","",""
"1090","0.9849510192871094","0.9849510192871094","0.9849510192871094","0.984912633895874","0.984912633895874","0.984912633895874","","","","","",""
"1093","","","","","","","","","","0.9837636947631836","0.9837636947631836","0.9837636947631836"
"1100","","","","","","","0.9846725463867188","0.9846725463867188","0.9846725463867188","","",""
"1107","0.9849315285682678","0.9849315285682678","0.9849315285682678","0.9849591255187988","0.9849591255187988","0.9849591255187988","","","","","",""
"1113","","","","","","","","","","0.9834550619125366","0.9834550619125366","0.9834550619125366"
"1117","","","","","","","0.9849488139152527","0.9849488139152527","0.9849488139152527","","",""
"1124","0.984979510307312","0.984979510307312","0.984979510307312","0.9851112365722656","0.9851112365722656","0.9851112365722656","","","","","",""
"1132","","","","","","","","","","0.9835054278373718","0.9835054278373718","0.9835054278373718"
"1134","","","","","","","0.9849658608436584","0.9849658608436584","0.9849658608436584","","",""
"1141","0.9845462441444397","0.9845462441444397","0.9845462441444397","0.9852948188781738","0.9852948188781738","0.9852948188781738","","","","","",""
"1150","","","","","","","","","","0.9836077094078064","0.9836077094078064","0.9836077094078064"
"1151","","","","","","","0.9849128127098083","0.9849128127098083","0.9849128127098083","","",""
"1158","0.9847315549850464","0.9847315549850464","0.9847315549850464","0.9851062297821045","0.9851062297821045","0.9851062297821045","","","","","",""
"1168","","","","","","","0.9846239686012268","0.9846239686012268","0.9846239686012268","","",""
"1169","","","","","","","","","","0.9834216237068176","0.9834216237068176","0.9834216237068176"
"1175","0.9851078391075134","0.9851078391075134","0.9851078391075134","0.9852862358093262","0.9852862358093262","0.9852862358093262","","","","","",""
"1185","","","","","","","0.9853366017341614","0.9853366017341614","0.9853366017341614","","",""
"1189","","","","","","","","","","0.9834063053131104","0.9834063053131104","0.9834063053131104"
"1190","0.9850223064422607","0.9850223064422607","0.9850223064422607","0.9852662682533264","0.9852662682533264","0.9852662682533264","","","","","",""
"1203","","","","","","","0.9849870204925537","0.9849870204925537","0.9849870204925537","","",""
"1206","","","","","","","","","","0.9834989309310913","0.9834989309310913","0.9834989309310913"
"1207","0.9849964380264282","0.9849964380264282","0.9849964380264282","0.985508382320404","0.985508382320404","0.985508382320404","","","","","",""
"1220","","","","","","","0.9850046038627625","0.9850046038627625","0.9850046038627625","","",""
"1224","0.9852783679962158","0.9852783679962158","0.9852783679962158","0.9855119585990906","0.9855119585990906","0.9855119585990906","","","","","",""
"1226","","","","","","","","","","0.9833419919013977","0.9833419919013977","0.9833419919013977"
"1237","","","","","","","0.9852317571640015","0.9852317571640015","0.9852317571640015","","",""
"1241","","","","0.9854642748832703","0.9854642748832703","0.9854642748832703","","","","","",""
"1245","","","","","","","","","","0.9832921624183655","0.9832921624183655","0.9832921624183655"
"1254","","","","","","","0.9852393865585327","0.9852393865585327","0.9852393865585327","","",""
"1258","0.9851121306419373","0.9851121306419373","0.9851121306419373","0.9853011965751648","0.9853011965751648","0.9853011965751648","","","","","",""
"1263","","","","","","","","","","0.9835293292999268","0.9835293292999268","0.9835293292999268"
"1271","","","","","","","0.9853160381317139","0.9853160381317139","0.9853160381317139","","",""
"1275","0.9854478240013123","0.9854478240013123","0.9854478240013123","0.9855164289474487","0.9855164289474487","0.9855164289474487","","","","","",""
"1282","","","","","","","","","","0.9834656715393066","0.9834656715393066","0.9834656715393066"
"1288","","","","","","","0.9853899478912354","0.9853899478912354","0.9853899478912354","","",""
"1292","0.9855768084526062","0.9855768084526062","0.9855768084526062","0.9855369329452515","0.9855369329452515","0.9855369329452515","","","","","",""
"1302","","","","","","","","","","0.9837719202041626","0.9837719202041626","0.9837719202041626"
"1305","","","","","","","0.9855958223342896","0.9855958223342896","0.9855958223342896","","",""
"1309","0.9855120182037354","0.9855120182037354","0.9855120182037354","0.9857839345932007","0.9857839345932007","0.9857839345932007","","","","","",""
"1321","","","","","","","","","","0.9836157560348511","0.9836157560348511","0.9836157560348511"
"1322","","","","","","","0.9855613112449646","0.9855613112449646","0.9855613112449646","","",""
"1326","0.9855138659477234","0.9855138659477234","0.9855138659477234","0.9854927659034729","0.9854927659034729","0.9854927659034729","","","","","",""
"1337","","","","","","","0.9855953454971313","0.9855953454971313","0.9855953454971313","","",""
"1339","","","","","","","","","","0.9836917519569397","0.9836917519569397","0.9836917519569397"
"1343","0.9856353998184204","0.9856353998184204","0.9856353998184204","0.985804557800293","0.985804557800293","0.985804557800293","","","","","",""
"1354","","","","","","","0.9857912659645081","0.9857912659645081","0.9857912659645081","","",""
"1358","0.9855377078056335","0.9855377078056335","0.9855377078056335","0.985632061958313","0.985632061958313","0.985632061958313","","","","0.9836282730102539","0.9836282730102539","0.9836282730102539"
"1374","","","","","","","0.9854503870010376","0.9854503870010376","0.9854503870010376","","",""
"1375","0.985550045967102","0.985550045967102","0.985550045967102","0.985526442527771","0.985526442527771","0.985526442527771","","","","","",""
"1378","","","","","","","","","","0.9838364124298096","0.9838364124298096","0.9838364124298096"
"1391","","","","","","","0.9856205582618713","0.9856205582618713","0.9856205582618713","","",""
"1392","0.9859296679496765","0.9859296679496765","0.9859296679496765","0.9858360886573792","0.9858360886573792","0.9858360886573792","","","","","",""
"1395","","","","","","","","","","0.983342707157135","0.983342707157135","0.983342707157135"
"1406","","","","","","","0.9855706691741943","0.9855706691741943","0.9855706691741943","","",""
"1409","0.9859063029289246","0.9859063029289246","0.9859063029289246","0.9858381748199463","0.9858381748199463","0.9858381748199463","","","","","",""
"1415","","","","","","","","","","0.983319878578186","0.983319878578186","0.983319878578186"
"1423","","","","","","","0.9855785965919495","0.9855785965919495","0.9855785965919495","","",""
"1426","0.985969603061676","0.985969603061676","0.985969603061676","0.9856166243553162","0.9856166243553162","0.9856166243553162","","","","","",""
"1434","","","","","","","","","","0.9834232926368713","0.9834232926368713","0.9834232926368713"
"1440","","","","","","","0.9856229424476624","0.9856229424476624","0.9856229424476624","","",""
"1443","0.9861198663711548","0.9861198663711548","0.9861198663711548","0.9856448173522949","0.9856448173522949","0.9856448173522949","","","","","",""
"1452","","","","","","","","","","0.9838303327560425","0.9838303327560425","0.9838303327560425"
"1457","","","","","","","0.9858942627906799","0.9858942627906799","0.9858942627906799","","",""
"1460","0.9860281348228455","0.9860281348228455","0.9860281348228455","0.9860497117042542","0.9860497117042542","0.9860497117042542","","","","","",""
"1471","","","","","","","","","","0.9834407567977905","0.9834407567977905","0.9834407567977905"
"1474","","","","","","","0.985744833946228","0.985744833946228","0.985744833946228","","",""
"1477","0.9860703945159912","0.9860703945159912","0.9860703945159912","0.9860740303993225","0.9860740303993225","0.9860740303993225","","","","","",""
"1491","","","","","","","0.9859309196472168","0.9859309196472168","0.9859309196472168","0.9837519526481628","0.9837519526481628","0.9837519526481628"
"1494","0.9862134456634521","0.9862134456634521","0.9862134456634521","0.9859378337860107","0.9859378337860107","0.9859378337860107","","","","","",""
"1508","","","","","","","0.9858973026275635","0.9858973026275635","0.9858973026275635","","",""
"1510","","","","","","","","","","0.9833146333694458","0.9833146333694458","0.9833146333694458"
"1511","0.9859070777893066","0.9859070777893066","0.9859070777893066","0.9863540530204773","0.9863540530204773","0.9863540530204773","","","","","",""
"1525","","","","","","","0.9856564998626709","0.9856564998626709","0.9856564998626709","","",""
"1526","0.986010730266571","0.986010730266571","0.986010730266571","0.9861181974411011","0.9861181974411011","0.9861181974411011","","","","","",""
"1528","","","","","","","","","","0.9836356043815613","0.9836356043815613","0.9836356043815613"
"1543","0.9862900972366333","0.9862900972366333","0.9862900972366333","0.9860168695449829","0.9860168695449829","0.9860168695449829","0.9859116077423096","0.9859116077423096","0.9859116077423096","","",""
"1547","","","","","","","","","","0.9834869503974915","0.9834869503974915","0.9834869503974915"
"1560","0.9860525131225586","0.9860525131225586","0.9860525131225586","0.9857316613197327","0.9857316613197327","0.9857316613197327","0.9858908653259277","0.9858908653259277","0.9858908653259277","","",""
"1567","","","","","","","","","","0.9838181138038635","0.9838181138038635","0.9838181138038635"
"1577","0.9864200949668884","0.9864200949668884","0.9864200949668884","0.9864383339881897","0.9864383339881897","0.9864383339881897","0.9859543442726135","0.9859543442726135","0.9859543442726135","","",""
"1584","","","","","","","","","","0.983562707901001","0.983562707901001","0.983562707901001"
"1594","0.9861628413200378","0.9861628413200378","0.9861628413200378","0.9862999320030212","0.9862999320030212","0.9862999320030212","0.9861114621162415","0.9861114621162415","0.9861114621162415","","",""
"1604","","","","","","","","","","0.9836429357528687","0.9836429357528687","0.9836429357528687"
"1611","0.9861381649971008","0.9861381649971008","0.9861381649971008","0.986142635345459","0.986142635345459","0.986142635345459","0.9858070015907288","0.9858070015907288","0.9858070015907288","","",""
"1623","","","","","","","","","","0.9837758541107178","0.9837758541107178","0.9837758541107178"
"1628","","","","0.986355185508728","0.986355185508728","0.986355185508728","0.9861170649528503","0.9861170649528503","0.9861170649528503","","",""
"1641","","","","","","","","","","0.9835754036903381","0.9835754036903381","0.9835754036903381"
"1643","","","","","","","0.9861084222793579","0.9861084222793579","0.9861084222793579","","",""
"1645","0.986164927482605","0.986164927482605","0.986164927482605","0.9865479469299316","0.9865479469299316","0.9865479469299316","","","","","",""
"1660","","","","","","","0.986019492149353","0.986019492149353","0.986019492149353","0.9835460186004639","0.9835460186004639","0.9835460186004639"
"1662","0.9863593578338623","0.9863593578338623","0.9863593578338623","0.9863348007202148","0.9863348007202148","0.9863348007202148","","","","","",""
"1677","","","","","","","0.9859699010848999","0.9859699010848999","0.9859699010848999","","",""
"1679","0.9861588478088379","0.9861588478088379","0.9861588478088379","0.9863584637641907","0.9863584637641907","0.9863584637641907","","","","","",""
"1680","","","","","","","","","","0.9837374091148376","0.9837374091148376","0.9837374091148376"
"1694","0.9864726066589355","0.9864726066589355","0.9864726066589355","","","","0.9861562252044678","0.9861562252044678","0.9861562252044678","","",""
"1699","","","","","","","","","","0.9836856722831726","0.9836856722831726","0.9836856722831726"
"1703","","","","0.986894965171814","0.986894965171814","0.986894965171814","","","","","",""
