"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/loss_epoch","phase_reshape_10k_resumed - val/loss_epoch__MIN","phase_reshape_10k_resumed - val/loss_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/loss_epoch","phase_reshape_1M - val/loss_epoch__MIN","phase_reshape_1M - val/loss_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/loss_epoch","phase_reshape_10k - val/loss_epoch__MIN","phase_reshape_10k - val/loss_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/loss_epoch","phase_train500kids - val/loss_epoch__MIN","phase_train500kids - val/loss_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/loss_epoch","phase_train2402 - val/loss_epoch__MIN","phase_train2402 - val/loss_epoch__MAX"
"807","","","","","","","","","","","","","","","","","","","9564","9564","9564","0.08109459280967712","0.08109459280967712","0.08109459280967712","","","","","",""
"808","","","","","","","","","","","","","","","","","","","9579","9579","9579","0.08061335980892181","0.08061335980892181","0.08061335980892181","","","","","",""
"809","","","","","","","","","","","","","2609","2609","2609","0.05831439793109894","0.05831439793109894","0.05831439793109894","","","","","","","","","","","",""
"810","","","","","","","","","","","","","","","","","","","9610","9610","9610","0.08170494437217712","0.08170494437217712","0.08170494437217712","2680","2680","2680","0.05936608090996742","0.05936608090996742","0.05936608090996742"
"811","","","","","","","2818","2818","2818","0.05844350904226303","0.05844350904226303","0.05844350904226303","","","","","","","9625","9625","9625","0.08089740574359894","0.08089740574359894","0.08089740574359894","","","","","",""
"813","","","","","","","","","","","","","","","","","","","9639","9639","9639","0.08130821585655212","0.08130821585655212","0.08130821585655212","","","","","",""
"814","","","","","","","","","","","","","","","","","","","9654","9654","9654","0.08180119097232819","0.08180119097232819","0.08180119097232819","","","","","",""
"816","","","","","","","","","","","","","","","","","","","9668","9668","9668","0.08170963823795319","0.08170963823795319","0.08170963823795319","","","","","",""
"817","","","","","","","","","","","","","","","","","","","9683","9683","9683","0.08155000954866409","0.08155000954866409","0.08155000954866409","","","","","",""
"818","","","","","","","2832","2832","2832","0.05818763002753258","0.05818763002753258","0.05818763002753258","2630","2630","2630","0.05780498683452606","0.05780498683452606","0.05780498683452606","","","","","","","","","","","",""
"819","","","","","","","","","","","","","","","","","","","9711","9711","9711","0.08177067339420319","0.08177067339420319","0.08177067339420319","2701","2701","2701","0.05902803689241409","0.05902803689241409","0.05902803689241409"
"820","","","","","","","","","","","","","","","","","","","9744","9744","9744","0.08182232081890106","0.08182232081890106","0.08182232081890106","","","","","",""
"822","","","","","","","","","","","","","","","","","","","9758","9758","9758","0.08204533159732819","0.08204533159732819","0.08204533159732819","","","","","",""
"823","","","","","","","","","","","","","","","","","","","9773","9773","9773","0.08215566724538803","0.08215566724538803","0.08215566724538803","","","","","",""
"825","","","","","","","","","","","","","","","","","","","9787","9787","9787","0.08213453739881516","0.08213453739881516","0.08213453739881516","","","","","",""
"826","","","","","","","2863","2863","2863","0.05782141909003258","0.05782141909003258","0.05782141909003258","","","","","","","9802","9802","9802","0.08272846043109894","0.08272846043109894","0.08272846043109894","","","","","",""
"828","","","","","","","","","","","","","2661","2661","2661","0.05747164040803909","0.05747164040803909","0.05747164040803909","9816","9816","9816","0.08225660771131516","0.08225660771131516","0.08225660771131516","2726","2726","2726","0.058607835322618484","0.058607835322618484","0.058607835322618484"
"829","","","","","","","","","","","","","","","","","","","9846","9846","9846","0.08289747685194016","0.08289747685194016","0.08289747685194016","","","","","",""
"831","","","","","","","","","","","","","","","","","","","9862","9862","9862","0.08289747685194016","0.08289747685194016","0.08289747685194016","","","","","",""
"832","","","","","","","","","","","","","","","","","","","9877","9877","9877","0.08203125","0.08203125","0.08203125","","","","","",""
"834","","","","","","","2894","2894","2894","0.05742469057440758","0.05742469057440758","0.05742469057440758","","","","","","","9891","9891","9891","0.0831298828125","0.0831298828125","0.0831298828125","","","","","",""
"835","","","","","","","","","","","","","","","","","","","9906","9906","9906","0.08317918330430984","0.08317918330430984","0.08317918330430984","","","","","",""
"837","","","","","","","","","","","","","2692","2692","2692","0.05707021802663803","0.05707021802663803","0.05707021802663803","9920","9920","9920","0.08272376656532288","0.08272376656532288","0.08272376656532288","2758","2758","2758","0.05832848325371742","0.05832848325371742","0.05832848325371742"
"838","","","","","","","","","","","","","","","","","","","9935","9935","9935","0.08330829441547394","0.08330829441547394","0.08330829441547394","","","","","",""
"840","","","","","","","","","","","","","","","","","","","9966","9966","9966","0.08325664699077606","0.08325664699077606","0.08325664699077606","","","","","",""
"841","","","","","","","","","","","","","","","","","","","9981","9981","9981","0.08335289359092712","0.08335289359092712","0.08335289359092712","","","","","",""
"842","","","","","","","2925","2925","2925","0.05703500658273697","0.05703500658273697","0.05703500658273697","","","","","","","","","","","","","","","","","",""
"843","","","","","","","","","","","","","","","","","","","9995","9995","9995","0.0838623046875","0.0838623046875","0.0838623046875","","","","","",""
"844","","","","","","","","","","","","","","","","","","","10010","10010","10010","0.08389751613140106","0.08389751613140106","0.08389751613140106","","","","","",""
"846","","","","","","","","","","","","","2724","2724","2724","0.056743916124105453","0.056743916124105453","0.056743916124105453","10024","10024","10024","0.08372145146131516","0.08372145146131516","0.08372145146131516","2789","2789","2789","0.057952880859375","0.057952880859375","0.057952880859375"
"847","","","","","","","","","","","","","","","","","","","10039","10039","10039","0.08419330418109894","0.08419330418109894","0.08419330418109894","","","","","",""
"849","","","","","","","","","","","","","","","","","","","10067","10067","10067","0.08412757515907288","0.08412757515907288","0.08412757515907288","","","","","",""
"850","","","","","","","2956","2956","2956","0.05675330385565758","0.05675330385565758","0.05675330385565758","","","","","","","10100","10100","10100","0.084716796875","0.084716796875","0.084716796875","","","","","",""
"852","","","","","","","","","","","","","","","","","","","10114","10114","10114","0.08367685228586197","0.08367685228586197","0.08367685228586197","","","","","",""
"853","","","","","","","","","","","","","","","","","","","10129","10129","10129","0.08446092158555984","0.08446092158555984","0.08446092158555984","","","","","",""
"855","","","","","","","","","","","","","2755","2755","2755","0.05635657534003258","0.05635657534003258","0.05635657534003258","10143","10143","10143","0.08482947945594788","0.08482947945594788","0.08482947945594788","2821","2821","2821","0.057692307978868484","0.057692307978868484","0.057692307978868484"
"856","","","","","","","","","","","","","","","","","","","10158","10158","10158","0.08489051461219788","0.08489051461219788","0.08489051461219788","","","","","",""
"858","","","","","","","2970","2970","2970","0.05653968080878258","0.05653968080878258","0.05653968080878258","","","","","","","10172","10172","10172","0.08433885127305984","0.08433885127305984","0.08433885127305984","","","","","",""
"859","","","","","","","","","","","","","","","","","","","10202","10202","10202","0.08476375043392181","0.08476375043392181","0.08476375043392181","","","","","",""
"861","","","","","","","","","","","","","","","","","","","10218","10218","10218","0.08537174761295319","0.08537174761295319","0.08537174761295319","","","","","",""
"862","","","","","","","","","","","","","","","","","","","10233","10233","10233","0.08558302372694016","0.08558302372694016","0.08558302372694016","","","","","",""
"864","","","","","","","","","","","","","","","","","","","10247","10247","10247","0.084808349609375","0.084808349609375","0.084808349609375","2852","2852","2852","0.057361308485269547","0.057361308485269547","0.057361308485269547"
"865","","","","","","","","","","","","","2786","2786","2786","0.056016188114881516","0.056016188114881516","0.056016188114881516","10262","10262","10262","0.08517925441265106","0.08517925441265106","0.08517925441265106","","","","","",""
"866","","","","","","","3001","3001","3001","0.05609834939241409","0.05609834939241409","0.05609834939241409","","","","","","","","","","","","","","","","","",""
"867","","","","","","","","","","","","","","","","","","","10276","10276","10276","0.086273193359375","0.086273193359375","0.086273193359375","","","","","",""
"868","","","","","","","","","","","","","","","","","","","10291","10291","10291","0.08507596701383591","0.08507596701383591","0.08507596701383591","","","","","",""
"870","","","","","","","","","","","","","","","","","","","10322","10322","10322","0.08604548871517181","0.08604548871517181","0.08604548871517181","","","","","",""
"871","","","","","","","","","","","","","","","","","","","10337","10337","10337","0.085479736328125","0.085479736328125","0.085479736328125","","","","","",""
"873","","","","","","","","","","","","","","","","","","","10351","10351","10351","0.08631075173616409","0.08631075173616409","0.08631075173616409","2884","2884","2884","0.057037353515625","0.057037353515625","0.057037353515625"
"874","","","","","","","3032","3032","3032","0.05583777651190758","0.05583777651190758","0.05583777651190758","2817","2817","2817","0.055652324110269547","0.055652324110269547","0.055652324110269547","10366","10366","10366","0.08599149435758591","0.08599149435758591","0.08599149435758591","","","","","",""
"876","","","","","","","","","","","","","","","","","","","10380","10380","10380","0.08595158159732819","0.08595158159732819","0.08595158159732819","","","","","",""
"877","","","","","","","","","","","","","","","","","","","10395","10395","10395","0.08681781589984894","0.08681781589984894","0.08681781589984894","","","","","",""
"879","","","","","","","","","","","","","","","","","","","10423","10423","10423","0.08630136400461197","0.08630136400461197","0.08630136400461197","","","","","",""
"880","","","","","","","","","","","","","","","","","","","10456","10456","10456","0.08625441044569016","0.08625441044569016","0.08625441044569016","","","","","",""
"881","","","","","","","3063","3063","3063","0.05557016283273697","0.05557016283273697","0.05557016283273697","","","","","","","","","","","","","","","","","",""
"882","","","","","","","","","","","","","","","","","","","10470","10470","10470","0.08757371455430984","0.08757371455430984","0.08757371455430984","2915","2915","2915","0.056689921766519547","0.056689921766519547","0.056689921766519547"
"883","","","","","","","","","","","","","2848","2848","2848","0.05532132834196091","0.05532132834196091","0.05532132834196091","10485","10485","10485","0.08686006814241409","0.08686006814241409","0.08686006814241409","","","","","",""
