"Step","sample_1M - val/loss_epoch","sample_1M - val/loss_epoch__MIN","sample_1M - val/loss_epoch__MAX","sample_100k - val/loss_epoch","sample_100k - val/loss_epoch__MIN","sample_100k - val/loss_epoch__MAX","sample_10k - val/loss_epoch","sample_10k - val/loss_epoch__MIN","sample_10k - val/loss_epoch__MAX","sample_2k - val/loss_epoch","sample_2k - val/loss_epoch__MIN","sample_2k - val/loss_epoch__MAX"
"233","0.0815516859292984","0.0815516859292984","0.0815516859292984","0.0777665376663208","0.0777665376663208","0.0777665376663208","","","","","",""
"236","","","","","","","0.075927734375","0.075927734375","0.075927734375","","",""
"244","","","","","","","","","","0.0662367045879364","0.0662367045879364","0.0662367045879364"
"250","0.0801130011677742","0.0801130011677742","0.0801130011677742","0.0745403990149498","0.0745403990149498","0.0745403990149498","","","","","",""
"251","","","","","","","0.0742110013961792","0.0742110013961792","0.0742110013961792","","",""
"261","","","","","","","","","","0.064199298620224","0.064199298620224","0.064199298620224"
"267","0.0750315859913826","0.0750315859913826","0.0750315859913826","0.0717201828956604","0.0717201828956604","0.0717201828956604","","","","","",""
"268","","","","","","","0.0718064084649086","0.0718064084649086","0.0718064084649086","","",""
"281","","","","","","","","","","0.0629567950963974","0.0629567950963974","0.0629567950963974"
"284","0.0732896625995636","0.0732896625995636","0.0732896625995636","0.0700267031788826","0.0700267031788826","0.0700267031788826","","","","","",""
"285","","","","","","","0.0695171058177948","0.0695171058177948","0.0695171058177948","","",""
"300","","","","","","","","","","0.0602935291826725","0.0602935291826725","0.0602935291826725"
"301","0.0709286630153656","0.0709286630153656","0.0709286630153656","0.0686907097697258","0.0686907097697258","0.0686907097697258","","","","","",""
"302","","","","","","","0.0670059472322464","0.0670059472322464","0.0670059472322464","","",""
"318","0.0695432648062706","0.0695432648062706","0.0695432648062706","0.0672132670879364","0.0672132670879364","0.0672132670879364","","","","0.0583675317466259","0.0583675317466259","0.0583675317466259"
"319","","","","","","","0.0660381019115448","0.0660381019115448","0.0660381019115448","","",""
"335","0.0685821995139122","0.0685821995139122","0.0685821995139122","0.0640423521399498","0.0640423521399498","0.0640423521399498","","","","","",""
"336","","","","","","","0.065030537545681","0.065030537545681","0.065030537545681","","",""
"337","","","","","","","","","","0.0598352812230587","0.0598352812230587","0.0598352812230587"
"350","0.0670427605509758","0.0670427605509758","0.0670427605509758","0.0624530129134655","0.0624530129134655","0.0624530129134655","","","","","",""
"354","","","","","","","0.0622723288834095","0.0622723288834095","0.0622723288834095","","",""
"357","","","","","","","","","","0.0581011101603508","0.0581011101603508","0.0581011101603508"
"367","0.0653192400932312","0.0653192400932312","0.0653192400932312","0.0626956969499588","0.0626956969499588","0.0626956969499588","","","","","",""
"371","","","","","","","0.061983622610569","0.061983622610569","0.061983622610569","","",""
"376","","","","","","","","","","0.0569055937230587","0.0569055937230587","0.0569055937230587"
"384","0.0630580335855484","0.0630580335855484","0.0630580335855484","0.0617917999625206","0.0617917999625206","0.0617917999625206","","","","","",""
"388","","","","","","","0.0600929856300354","0.0600929856300354","0.0600929856300354","","",""
"394","","","","","","","","","","0.0575532466173172","0.0575532466173172","0.0575532466173172"
"401","0.0624980628490448","0.0624980628490448","0.0624980628490448","0.0596778504550457","0.0596778504550457","0.0596778504550457","","","","","",""
"405","","","","","","","0.059908427298069","0.059908427298069","0.059908427298069","","",""
"413","","","","","","","","","","0.0572829470038414","0.0572829470038414","0.0572829470038414"
"418","0.0613839291036129","0.0613839291036129","0.0613839291036129","0.0599883534014225","0.0599883534014225","0.0599883534014225","","","","","",""
"422","","","","","","","0.0586286261677742","0.0586286261677742","0.0586286261677742","","",""
"433","","","","","","","","","","0.0565171018242836","0.0565171018242836","0.0565171018242836"
"435","0.0602426677942276","0.0602426677942276","0.0602426677942276","0.0596168152987957","0.0596168152987957","0.0596168152987957","","","","","",""
"439","","","","","","","0.0578874871134758","0.0578874871134758","0.0578874871134758","","",""
"450","","","","","","","","","","0.0563824363052845","0.0563824363052845","0.0563824363052845"
"452","0.0601859912276268","0.0601859912276268","0.0601859912276268","0.0587555430829525","0.0587555430829525","0.0587555430829525","","","","","",""
"456","","","","","","","0.0569375641644001","0.0569375641644001","0.0569375641644001","","",""
"469","0.0592893585562706","0.0592893585562706","0.0592893585562706","0.0566755011677742","0.0566755011677742","0.0566755011677742","","","","","",""
"470","","","","","","","","","","0.0575353242456913","0.0575353242456913","0.0575353242456913"
"473","","","","","","","0.0558365099132061","0.0558365099132061","0.0558365099132061","","",""
"486","0.057797871530056","0.057797871530056","0.057797871530056","0.0560811348259449","0.0560811348259449","0.0560811348259449","","","","","",""
"488","","","","","","","0.0570625439286232","0.0570625439286232","0.0570625439286232","","",""
"489","","","","","","","","","","0.0573628731071949","0.0573628731071949","0.0573628731071949"
"503","0.0564531609416008","0.0564531609416008","0.0564531609416008","0.0561097152531147","0.0561097152531147","0.0561097152531147","","","","","",""
"505","","","","","","","0.0558248870074749","0.0558248870074749","0.0558248870074749","","",""
"507","","","","","","","","","","0.0561009980738163","0.0561009980738163","0.0561009980738163"
"518","0.0563693568110466","0.0563693568110466","0.0563693568110466","0.0551912821829319","0.0551912821829319","0.0551912821829319","","","","","",""
"525","","","","","","","0.0534895621240139","0.0534895621240139","0.0534895621240139","","",""
"526","","","","","","","","","","0.0564972423017025","0.0564972423017025","0.0564972423017025"
"535","0.056396484375","0.056396484375","0.056396484375","0.0552421435713768","0.0552421435713768","0.0552421435713768","","","","","",""
"542","","","","","","","0.053992860019207","0.053992860019207","0.053992860019207","","",""
"546","","","","","","","","","","0.0581413134932518","0.0581413134932518","0.0581413134932518"
"552","0.0551365427672863","0.0551365427672863","0.0551365427672863","0.0533766970038414","0.0533766970038414","0.0533766970038414","","","","","",""
"557","","","","","","","0.0531015545129776","0.0531015545129776","0.0531015545129776","","",""
"565","","","","","","","","","","0.0574834905564785","0.0574834905564785","0.0574834905564785"
"569","0.0540616475045681","0.0540616475045681","0.0540616475045681","0.0532076396048069","0.0532076396048069","0.0532076396048069","","","","","",""
"574","","","","","","","0.0527464859187603","0.0527464859187603","0.0527464859187603","","",""
"583","","","","","","","","","","0.0585530586540699","0.0585530586540699","0.0585530586540699"
"586","0.0543212890625","0.0543212890625","0.0543212890625","0.0535801462829113","0.0535801462829113","0.0535801462829113","","","","","",""
"591","","","","","","","0.0526578389108181","0.0526578389108181","0.0526578389108181","","",""
"602","","","","","","","","","","0.0570068359375","0.0570068359375","0.0570068359375"
"603","0.053715780377388","0.053715780377388","0.053715780377388","0.0528782419860363","0.0528782419860363","0.0528782419860363","","","","","",""
"608","","","","","","","0.0522015281021595","0.0522015281021595","0.0522015281021595","","",""
"620","0.0534062460064888","0.0534062460064888","0.0534062460064888","0.0521448515355587","0.0521448515355587","0.0521448515355587","","","","","",""
"622","","","","","","","","","","0.0597166046500206","0.0597166046500206","0.0597166046500206"
"625","","","","","","","0.0516904816031456","0.0516904816031456","0.0516904816031456","","",""
"637","0.0534629225730896","0.0534629225730896","0.0534629225730896","0.0512666255235672","0.0512666255235672","0.0512666255235672","","","","","",""
"639","","","","","","","","","","0.0592094287276268","0.0592094287276268","0.0592094287276268"
"642","","","","","","","0.0519569031894207","0.0519569031894207","0.0519569031894207","","",""
"654","0.052614726126194","0.052614726126194","0.052614726126194","0.0519414022564888","0.0519414022564888","0.0519414022564888","","","","","",""
"659","","","","","","","0.0501529760658741","0.0501529760658741","0.0501529760658741","0.0602077916264534","0.0602077916264534","0.0602077916264534"
"671","0.0511668361723423","0.0511668361723423","0.0511668361723423","0.0522054024040699","0.0522054024040699","0.0522054024040699","","","","","",""
"676","","","","","","","0.0521613210439682","0.0521613210439682","0.0521613210439682","","",""
"678","","","","","","","","","","0.0604645274579525","0.0604645274579525","0.0604645274579525"
"686","0.0512041375041008","0.0512041375041008","0.0512041375041008","0.0514681376516819","0.0514681376516819","0.0514681376516819","","","","","",""
"694","","","","","","","0.0497213713824749","0.0497213713824749","0.0497213713824749","","",""
"696","","","","","","","","","","0.0629098042845726","0.0629098042845726","0.0629098042845726"
"703","0.0521070696413517","0.0521070696413517","0.0521070696413517","0.0503758005797863","0.0503758005797863","0.0503758005797863","","","","","",""
"711","","","","","","","0.0502939373254776","0.0502939373254776","0.0502939373254776","","",""
"715","","","","","","","","","","0.0623973049223423","0.0623973049223423","0.0623973049223423"
"720","0.051332987844944","0.051332987844944","0.051332987844944","0.0493934266269207","0.0493934266269207","0.0493934266269207","","","","","",""
"728","","","","","","","0.0487201027572155","0.0487201027572155","0.0487201027572155","","",""
"735","","","","","","","","","","0.0643794983625412","0.0643794983625412","0.0643794983625412"
"737","0.0502861887216568","0.0502861887216568","0.0502861887216568","0.0492854043841362","0.0492854043841362","0.0492854043841362","","","","","",""
"745","","","","","","","0.0501297228038311","0.0501297228038311","0.0501297228038311","","",""
"754","0.0505821593105793","0.0505821593105793","0.0505821593105793","0.0500076524913311","0.0500076524913311","0.0500076524913311","","","","0.0613786019384861","0.0613786019384861","0.0613786019384861"
"762","","","","","","","0.048924520611763","0.048924520611763","0.048924520611763","","",""
"771","0.0497901551425457","0.0497901551425457","0.0497901551425457","0.0485321544110775","0.0485321544110775","0.0485321544110775","","","","","",""
"772","","","","","","","","","","0.0638311505317688","0.0638311505317688","0.0638311505317688"
"779","","","","","","","0.0489090196788311","0.0489090196788311","0.0489090196788311","","",""
"788","0.0487268827855587","0.0487268827855587","0.0487268827855587","0.0481722392141819","0.0481722392141819","0.0481722392141819","","","","","",""
"791","","","","","","","","","","0.0635908842086792","0.0635908842086792","0.0635908842086792"
"794","","","","","","","0.0489065982401371","0.0489065982401371","0.0489065982401371","","",""
"805","0.0481620654463768","0.0481620654463768","0.0481620654463768","0.0489366315305233","0.0489366315305233","0.0489366315305233","","","","","",""
"811","","","","","","","0.0483684241771698","0.0483684241771698","0.0483684241771698","0.0657963827252388","0.0657963827252388","0.0657963827252388"
"822","0.0496206134557724","0.0496206134557724","0.0496206134557724","0.0478249192237854","0.0478249192237854","0.0478249192237854","","","","","",""
"828","","","","","","","0.0475681833922863","0.0475681833922863","0.0475681833922863","0.064791239798069","0.064791239798069","0.064791239798069"
"839","0.0489768385887146","0.0489768385887146","0.0489768385887146","0.0482114776968956","0.0482114776968956","0.0482114776968956","","","","","",""
"845","","","","","","","0.0478806272149086","0.0478806272149086","0.0478806272149086","","",""
"848","","","","","","","","","","0.0662434920668602","0.0662434920668602","0.0662434920668602"
"854","0.0486866794526577","0.0486866794526577","0.0486866794526577","0.0479547418653965","0.0479547418653965","0.0479547418653965","","","","","",""
"863","","","","","","","0.0473695769906044","0.0473695769906044","0.0473695769906044","","",""
"867","","","","","","","","","","0.0654229074716568","0.0654229074716568","0.0654229074716568"
"871","0.0473342165350914","0.0473342165350914","0.0473342165350914","0.0469108447432518","0.0469108447432518","0.0469108447432518","","","","","",""
"880","","","","","","","0.0466822050511837","0.0466822050511837","0.0466822050511837","","",""
"885","","","","","","","","","","0.0658298060297966","0.0658298060297966","0.0658298060297966"
"888","0.048253133893013","0.048253133893013","0.048253133893013","0.0460946224629879","0.0460946224629879","0.0460946224629879","","","","","",""
"897","","","","","","","0.046905517578125","0.046905517578125","0.046905517578125","","",""
"904","","","","","","","","","","0.0664944127202034","0.0664944127202034","0.0664944127202034"
"905","0.0471041239798069","0.0471041239798069","0.0471041239798069","0.046574667096138","0.046574667096138","0.046574667096138","","","","","",""
"914","","","","","","","0.0477808378636837","0.0477808378636837","0.0477808378636837","","",""
"922","","","","0.0466197170317173","0.0466197170317173","0.0466197170317173","","","","","",""
"924","","","","","","","","","","0.069570392370224","0.069570392370224","0.069570392370224"
"931","","","","","","","0.0468609519302845","0.0468609519302845","0.0468609519302845","","",""
"939","0.0472799651324749","0.0472799651324749","0.0472799651324749","0.0465049147605896","0.0465049147605896","0.0465049147605896","","","","","",""
"943","","","","","","","","","","0.068603515625","0.068603515625","0.068603515625"
"948","","","","","","","0.0464157834649086","0.0464157834649086","0.0464157834649086","","",""
"956","0.0476059690117836","0.0476059690117836","0.0476059690117836","0.0452120341360569","0.0452120341360569","0.0452120341360569","","","","","",""
"961","","","","","","","","","","0.0714682936668396","0.0714682936668396","0.0714682936668396"
"965","","","","","","","0.0455094613134861","0.0455094613134861","0.0455094613134861","","",""
"973","","","","0.0468522347509861","0.0468522347509861","0.0468522347509861","","","","","",""
"980","","","","","","","","","","0.0702243372797966","0.0702243372797966","0.0702243372797966"
"982","","","","","","","0.0458456389605999","0.0458456389605999","0.0458456389605999","","",""
"990","0.0469505675137043","0.0469505675137043","0.0469505675137043","0.0459294393658638","0.0459294393658638","0.0459294393658638","","","","","",""
"999","","","","","","","0.0452435202896595","0.0452435202896595","0.0452435202896595","","",""
"1000","","","","","","","","","","0.0729655921459198","0.0729655921459198","0.0729655921459198"
"1007","0.0461638905107975","0.0461638905107975","0.0461638905107975","0.0460984967648983","0.0460984967648983","0.0460984967648983","","","","","",""
"1016","","","","","","","0.0450909323990345","0.0450909323990345","0.0450909323990345","","",""
"1017","","","","","","","","","","0.0715830996632576","0.0715830996632576","0.0715830996632576"
"1022","0.0468314029276371","0.0468314029276371","0.0468314029276371","0.0448995940387249","0.0448995940387249","0.0448995940387249","","","","","",""
"1034","","","","","","","0.0446031354367733","0.0446031354367733","0.0446031354367733","","",""
"1037","","","","","","","","","","0.07280283421278","0.07280283421278","0.07280283421278"
"1039","0.0459052175283432","0.0459052175283432","0.0459052175283432","0.0454823337495327","0.0454823337495327","0.0454823337495327","","","","","",""
"1051","","","","","","","0.0443803109228611","0.0443803109228611","0.0443803109228611","","",""
"1056","0.0456998310983181","0.0456998310983181","0.0456998310983181","0.0452837273478508","0.0452837273478508","0.0452837273478508","","","","0.0721038356423378","0.0721038356423378","0.0721038356423378"
"1068","","","","","","","0.0446961410343647","0.0446961410343647","0.0446961410343647","","",""
"1073","0.0457913838326931","0.0457913838326931","0.0457913838326931","0.0446007139980793","0.0446007139980793","0.0446007139980793","","","","","",""
"1074","","","","","","","","","","0.0732228085398674","0.0732228085398674","0.0732228085398674"
"1085","","","","","","","0.0450376495718956","0.0450376495718956","0.0450376495718956","","",""
"1090","0.044769287109375","0.044769287109375","0.044769287109375","0.0443381667137146","0.0443381667137146","0.0443381667137146","","","","","",""
"1093","","","","","","","","","","0.0735812708735466","0.0735812708735466","0.0735812708735466"
"1100","","","","","","","0.0454644113779068","0.0454644113779068","0.0454644113779068","","",""
"1107","0.0447658970952034","0.0447658970952034","0.0447658970952034","0.0448157899081707","0.0448157899081707","0.0448157899081707","","","","","",""
"1113","","","","","","","","","","0.0760183185338974","0.0760183185338974","0.0760183185338974"
"1117","","","","","","","0.0446137934923172","0.0446137934923172","0.0446137934923172","","",""
"1124","0.0447174571454525","0.0447174571454525","0.0447174571454525","0.044647216796875","0.044647216796875","0.044647216796875","","","","","",""
"1132","","","","","","","","","","0.0764324888586998","0.0764324888586998","0.0764324888586998"
"1134","","","","","","","0.0447431281208992","0.0447431281208992","0.0447431281208992","","",""
"1141","0.0448516346514225","0.0448516346514225","0.0448516346514225","0.0435432568192482","0.0435432568192482","0.0435432568192482","","","","","",""
"1150","","","","","","","","","","0.0776081383228302","0.0776081383228302","0.0776081383228302"
"1151","","","","","","","0.0450071319937706","0.0450071319937706","0.0450071319937706","","",""
"1158","0.0451359823346138","0.0451359823346138","0.0451359823346138","0.044008769094944","0.044008769094944","0.044008769094944","","","","","",""
"1168","","","","","","","0.0448787622153759","0.0448787622153759","0.0448787622153759","","",""
"1169","","","","","","","","","","0.077235147356987","0.077235147356987","0.077235147356987"
"1175","0.0441419817507267","0.0441419817507267","0.0441419817507267","0.0433746837079525","0.0433746837079525","0.0433746837079525","","","","","",""
"1185","","","","","","","0.0439264215528965","0.0439264215528965","0.0439264215528965","","",""
"1189","","","","","","","","","","0.0775999054312706","0.0775999054312706","0.0775999054312706"
"1190","0.0441429503262043","0.0441429503262043","0.0441429503262043","0.0435776486992836","0.0435776486992836","0.0435776486992836","","","","","",""
"1203","","","","","","","0.0442475825548172","0.0442475825548172","0.0442475825548172","","",""
"1206","","","","","","","","","","0.0762270987033844","0.0762270987033844","0.0762270987033844"
"1207","0.0446351058781147","0.0446351058781147","0.0446351058781147","0.0431169793009758","0.0431169793009758","0.0431169793009758","","","","","",""
"1220","","","","","","","0.0435873381793499","0.0435873381793499","0.0435873381793499","","",""
"1224","0.0430205799639225","0.0430205799639225","0.0430205799639225","0.0432274229824543","0.0432274229824543","0.0432274229824543","","","","","",""
"1226","","","","","","","","","","0.0791495218873024","0.0791495218873024","0.0791495218873024"
"1237","","","","","","","0.043602354824543","0.043602354824543","0.043602354824543","","",""
"1241","0.0437636598944664","0.0437636598944664","0.0437636598944664","0.0433974489569664","0.0433974489569664","0.0433974489569664","","","","","",""
"1245","","","","","","","","","","0.0778425931930542","0.0778425931930542","0.0778425931930542"
"1254","","","","","","","0.0435761958360672","0.0435761958360672","0.0435761958360672","","",""
"1258","0.0436260886490345","0.0436260886490345","0.0436260886490345","0.0433955118060112","0.0433955118060112","0.0433955118060112","","","","","",""
"1263","","","","","","","","","","0.082000732421875","0.082000732421875","0.082000732421875"
"1271","","","","","","","0.0433916375041008","0.0433916375041008","0.0433916375041008","","",""
"1275","0.0432085320353508","0.0432085320353508","0.0432085320353508","0.0430399589240551","0.0430399589240551","0.0430399589240551","","","","","",""
"1282","","","","","","","","","","0.0790773406624794","0.0790773406624794","0.0790773406624794"
"1288","","","","","","","0.043306864798069","0.043306864798069","0.043306864798069","","",""
"1292","0.0427207350730896","0.0427207350730896","0.0427207350730896","0.0432124063372612","0.0432124063372612","0.0432124063372612","","","","","",""
"1302","","","","","","","","","","0.0816902294754982","0.0816902294754982","0.0816902294754982"
"1305","","","","","","","0.0427812859416008","0.0427812859416008","0.0427812859416008","","",""
"1309","0.0437016561627388","0.0437016561627388","0.0437016561627388","0.0425603948533535","0.0425603948533535","0.0425603948533535","","","","","",""
"1321","","","","","","","","","","0.079732745885849","0.079732745885849","0.079732745885849"
"1322","","","","","","","0.0431993268430233","0.0431993268430233","0.0431993268430233","","",""
"1326","0.0431828573346138","0.0431828573346138","0.0431828573346138","0.0428084097802639","0.0428084097802639","0.0428084097802639","","","","","",""
"1337","","","","","","","0.0425332672894001","0.0425332672894001","0.0425332672894001","","",""
"1339","","","","","","","","","","0.0825229212641716","0.0825229212641716","0.0825229212641716"
"1343","0.0433165542781353","0.0433165542781353","0.0433165542781353","0.0425947867333889","0.0425947867333889","0.0425947867333889","","","","","",""
"1354","","","","","","","0.0422377809882164","0.0422377809882164","0.0422377809882164","","",""
"1358","0.0428055040538311","0.0428055040538311","0.0428055040538311","0.0425938181579113","0.0425938181579113","0.0425938181579113","","","","0.0795559361577034","0.0795559361577034","0.0795559361577034"
"1374","","","","","","","0.0428936667740345","0.0428936667740345","0.0428936667740345","","",""
"1375","0.0428578220307827","0.0428578220307827","0.0428578220307827","0.0432923324406147","0.0432923324406147","0.0432923324406147","","","","","",""
"1378","","","","","","","","","","0.0834369957447052","0.0834369957447052","0.0834369957447052"
"1391","","","","","","","0.0426994189620018","0.0426994189620018","0.0426994189620018","","",""
"1392","0.0418861024081707","0.0418861024081707","0.0418861024081707","0.0424761101603508","0.0424761101603508","0.0424761101603508","","","","","",""
"1395","","","","","","","","","","0.0832432359457016","0.0832432359457016","0.0832432359457016"
"1406","","","","","","","0.0429154671728611","0.0429154671728611","0.0429154671728611","","",""
"1409","0.0418667271733284","0.0418667271733284","0.0418667271733284","0.0421539805829525","0.0421539805829525","0.0421539805829525","","","","","",""
"1415","","","","","","","","","","0.084691122174263","0.084691122174263","0.084691122174263"
"1423","","","","","","","0.0424925796687603","0.0424925796687603","0.0424925796687603","","",""
"1426","0.0418274886906147","0.0418274886906147","0.0418274886906147","0.0421031154692173","0.0421031154692173","0.0421031154692173","","","","","",""
"1434","","","","","","","","","","0.0838734433054924","0.0838734433054924","0.0838734433054924"
"1440","","","","","","","0.0425560362637043","0.0425560362637043","0.0425560362637043","","",""
"1443","0.0416545569896698","0.0416545569896698","0.0416545569896698","0.042503722012043","0.042503722012043","0.042503722012043","","","","","",""
"1452","","","","","","","","","","0.0832795649766922","0.0832795649766922","0.0832795649766922"
"1457","","","","","","","0.0419679656624794","0.0419679656624794","0.0419679656624794","","",""
"1460","0.0424707792699337","0.0424707792699337","0.0424707792699337","0.0416254922747612","0.0416254922747612","0.0416254922747612","","","","","",""
"1471","","","","","","","","","","0.0824570432305336","0.0824570432305336","0.0824570432305336"
"1474","","","","","","","0.0431663878262043","0.0431663878262043","0.0431663878262043","","",""
"1477","0.0414762943983078","0.0414762943983078","0.0414762943983078","0.0418342724442482","0.0418342724442482","0.0418342724442482","","","","","",""
"1491","","","","","","","0.0421665720641613","0.0421665720641613","0.0421665720641613","0.0842527374625206","0.0842527374625206","0.0842527374625206"
"1494","0.0408664271235466","0.0408664271235466","0.0408664271235466","0.0417461097240448","0.0417461097240448","0.0417461097240448","","","","","",""
"1508","","","","","","","0.041475810110569","0.041475810110569","0.041475810110569","","",""
"1510","","","","","","","","","","0.0845443457365036","0.0845443457365036","0.0845443457365036"
"1511","0.0420013926923275","0.0420013926923275","0.0420013926923275","0.0412277951836586","0.0412277951836586","0.0412277951836586","","","","","",""
"1525","","","","","","","0.0422150157392025","0.0422150157392025","0.0422150157392025","","",""
"1526","0.0412253737449646","0.0412253737449646","0.0412253737449646","0.0418197400867939","0.0418197400867939","0.0418197400867939","","","","","",""
"1528","","","","","","","","","","0.0865168496966362","0.0865168496966362","0.0865168496966362"
"1543","0.0407133549451828","0.0407133549451828","0.0407133549451828","0.0410674549639225","0.0410674549639225","0.0410674549639225","0.0417005755007267","0.0417005755007267","0.0417005755007267","","",""
"1547","","","","","","","","","","0.0848122239112854","0.0848122239112854","0.0848122239112854"
"1560","0.0408935546875","0.0408935546875","0.0408935546875","0.041602723300457","0.041602723300457","0.041602723300457","0.0421273373067379","0.0421273373067379","0.0421273373067379","","",""
"1567","","","","","","","","","","0.0854133740067482","0.0854133740067482","0.0854133740067482"
"1577","0.040806844830513","0.040806844830513","0.040806844830513","0.0409323088824749","0.0409323088824749","0.0409323088824749","0.042233906686306","0.042233906686306","0.042233906686306","","",""
"1584","","","","","","","","","","0.085421122610569","0.085421122610569","0.085421122610569"
"1594","0.041015625","0.041015625","0.041015625","0.0407831110060215","0.0407831110060215","0.0407831110060215","0.0416865274310112","0.0416865274310112","0.0416865274310112","","",""
"1604","","","","","","","","","","0.0882703959941864","0.0882703959941864","0.0882703959941864"
"1611","0.0416245236992836","0.0416245236992836","0.0416245236992836","0.0406934954226017","0.0406934954226017","0.0406934954226017","0.0421108677983284","0.0421108677983284","0.0421108677983284","","",""
"1623","","","","","","","","","","0.0850350484251976","0.0850350484251976","0.0850350484251976"
"1628","0.0407884381711483","0.0407884381711483","0.0407884381711483","0.0408150814473629","0.0408150814473629","0.0408150814473629","0.0420018769800663","0.0420018769800663","0.0420018769800663","","",""
"1641","","","","","","","","","","0.0890183225274086","0.0890183225274086","0.0890183225274086"
"1643","","","","","","","0.0413004569709301","0.0413004569709301","0.0413004569709301","","",""
"1645","0.0410771444439888","0.0410771444439888","0.0410771444439888","0.0397629514336586","0.0397629514336586","0.0397629514336586","","","","","",""
"1660","","","","","","","0.041541688144207","0.041541688144207","0.041541688144207","0.0893917977809906","0.0893917977809906","0.0893917977809906"
"1662","0.0404091477394104","0.0404091477394104","0.0404091477394104","0.0400986447930336","0.0400986447930336","0.0400986447930336","","","","","",""
"1677","","","","","","","0.0416695736348629","0.0416695736348629","0.0416695736348629","","",""
"1679","0.0410878024995327","0.0410878024995327","0.0410878024995327","0.0406184121966362","0.0406184121966362","0.0406184121966362","","","","","",""
"1680","","","","","","","","","","0.0886821448802948","0.0886821448802948","0.0886821448802948"
"1694","0.0399567149579525","0.0399567149579525","0.0399567149579525","","","","0.041663758456707","0.041663758456707","0.041663758456707","","",""
"1699","","","","","","","","","","0.0899735689163208","0.0899735689163208","0.0899735689163208"
"1703","","","","0.039860799908638","0.039860799908638","0.039860799908638","","","","","",""
