"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/acc_epoch","phase_reshape_10k_resumed - val/acc_epoch__MIN","phase_reshape_10k_resumed - val/acc_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/acc_epoch","phase_reshape_1M - val/acc_epoch__MIN","phase_reshape_1M - val/acc_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/acc_epoch","phase_reshape_10k - val/acc_epoch__MIN","phase_reshape_10k - val/acc_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/acc_epoch","phase_train500kids - val/acc_epoch__MIN","phase_train500kids - val/acc_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/acc_epoch","phase_train2402 - val/acc_epoch__MIN","phase_train2402 - val/acc_epoch__MAX"
"754","","","","","","","","","","","","","","","","","","","8942","8942","8942","0.9714324474334717","0.9714324474334717","0.9714324474334717","","","","","",""
"755","","","","","","","2618","2618","2618","0.9718287587165833","0.9718287587165833","0.9718287587165833","","","","","","","","","","","","","","","","","",""
"756","","","","","","","","","","","","","","","","","","","8956","8956","8956","0.9714577198028564","0.9714577198028564","0.9714577198028564","2491","2491","2491","0.9717492461204529","0.9717492461204529","0.9717492461204529"
"757","","","","","","","","","","","","","","","","","","","8971","8971","8971","0.9715009927749634","0.9715009927749634","0.9715009927749634","","","","","",""
"759","","","","","","","","","","","","","","","","","","","8999","8999","8999","0.9715086221694946","0.9715086221694946","0.9715086221694946","","","","","",""
"760","","","","","","","","","","","","","","","","","","","9032","9032","9032","0.9715057611465454","0.9715057611465454","0.9715057611465454","","","","","",""
"762","","","","","","","","","","","","","2461","2461","2461","0.9721208214759827","0.9721208214759827","0.9721208214759827","9046","9046","9046","0.9715864658355713","0.9715864658355713","0.9715864658355713","","","","","",""
"763","","","","","","","2649","2649","2649","0.9721082448959351","0.9721082448959351","0.9721082448959351","","","","","","","9061","9061","9061","0.9715179800987244","0.9715179800987244","0.9715179800987244","","","","","",""
"765","","","","","","","","","","","","","","","","","","","9075","9075","9075","0.9715217351913452","0.9715217351913452","0.9715217351913452","2523","2523","2523","0.971950113773346","0.971950113773346","0.971950113773346"
"766","","","","","","","","","","","","","","","","","","","9090","9090","9090","0.9715319275856018","0.9715319275856018","0.9715319275856018","","","","","",""
"768","","","","","","","","","","","","","","","","","","","9104","9104","9104","0.9715158939361572","0.9715158939361572","0.9715158939361572","","","","","",""
"769","","","","","","","","","","","","","","","","","","","9134","9134","9134","0.9715840220451355","0.9715840220451355","0.9715840220451355","","","","","",""
"771","","","","","","","2680","2680","2680","0.9722715616226196","0.9722715616226196","0.9722715616226196","","","","","","","9150","9150","9150","0.9715573191642761","0.9715573191642761","0.9715573191642761","","","","","",""
"772","","","","","","","","","","","","","2492","2492","2492","0.9723950624465942","0.9723950624465942","0.9723950624465942","9165","9165","9165","0.9716086983680725","0.9716086983680725","0.9716086983680725","","","","","",""
"774","","","","","","","","","","","","","","","","","","","9179","9179","9179","0.9715691804885864","0.9715691804885864","0.9715691804885864","2554","2554","2554","0.9720970988273621","0.9720970988273621","0.9720970988273621"
"775","","","","","","","","","","","","","","","","","","","9194","9194","9194","0.971583366394043","0.971583366394043","0.971583366394043","","","","","",""
"777","","","","","","","","","","","","","","","","","","","9208","9208","9208","0.9715712070465088","0.9715712070465088","0.9715712070465088","","","","","",""
"778","","","","","","","","","","","","","","","","","","","9223","9223","9223","0.9715671539306641","0.9715671539306641","0.9715671539306641","","","","","",""
"779","","","","","","","2704","2704","2704","0.9724902510643005","0.9724902510643005","0.9724902510643005","","","","","","","","","","","","","","","","","",""
"780","","","","","","","","","","","","","","","","","","","9254","9254","9254","0.9715883731842041","0.9715883731842041","0.9715883731842041","","","","","",""
"781","","","","","","","","","","","","","2523","2523","2523","0.9725979566574097","0.9725979566574097","0.9725979566574097","9269","9269","9269","0.971547544002533","0.971547544002533","0.971547544002533","","","","","",""
"783","","","","","","","","","","","","","","","","","","","9283","9283","9283","0.9716237187385559","0.9716237187385559","0.9716237187385559","2586","2586","2586","0.9723060131072998","0.9723060131072998","0.9723060131072998"
"784","","","","","","","","","","","","","","","","","","","9298","9298","9298","0.9716057181358337","0.9716057181358337","0.9716057181358337","","","","","",""
"786","","","","","","","","","","","","","","","","","","","9312","9312","9312","0.9715931415557861","0.9715931415557861","0.9715931415557861","","","","","",""
"787","","","","","","","2725","2725","2725","0.9726253151893616","0.9726253151893616","0.9726253151893616","","","","","","","9327","9327","9327","0.9716015458106995","0.9716015458106995","0.9716015458106995","","","","","",""
"789","","","","","","","","","","","","","","","","","","","9355","9355","9355","0.9716333746910095","0.9716333746910095","0.9716333746910095","","","","","",""
"790","","","","","","","","","","","","","2554","2554","2554","0.9727283120155334","0.9727283120155334","0.9727283120155334","9388","9388","9388","0.9716103672981262","0.9716103672981262","0.9716103672981262","","","","","",""
"792","","","","","","","","","","","","","","","","","","","9402","9402","9402","0.9716575145721436","0.9716575145721436","0.9716575145721436","2617","2617","2617","0.972470223903656","0.972470223903656","0.972470223903656"
"793","","","","","","","","","","","","","","","","","","","9417","9417","9417","0.9716746807098389","0.9716746807098389","0.9716746807098389","","","","","",""
"795","","","","","","","2756","2756","2756","0.9728469848632812","0.9728469848632812","0.9728469848632812","","","","","","","9431","9431","9431","0.9716425538063049","0.9716425538063049","0.9716425538063049","","","","","",""
"796","","","","","","","","","","","","","","","","","","","9446","9446","9446","0.9716774821281433","0.9716774821281433","0.9716774821281433","","","","","",""
"798","","","","","","","","","","","","","","","","","","","9460","9460","9460","0.9716964960098267","0.9716964960098267","0.9716964960098267","","","","","",""
"799","","","","","","","","","","","","","","","","","","","9490","9490","9490","0.9716095328330994","0.9716095328330994","0.9716095328330994","","","","","",""
"800","","","","","","","","","","","","","2585","2585","2585","0.9729865789413452","0.9729865789413452","0.9729865789413452","","","","","","","","","","","",""
"801","","","","","","","","","","","","","","","","","","","9506","9506","9506","0.9716771841049194","0.9716771841049194","0.9716771841049194","2649","2649","2649","0.9726380109786987","0.9726380109786987","0.9726380109786987"
"802","","","","","","","","","","","","","","","","","","","9521","9521","9521","0.9717062711715698","0.9717062711715698","0.9717062711715698","","","","","",""
"803","","","","","","","2787","2787","2787","0.9730097651481628","0.9730097651481628","0.9730097651481628","","","","","","","","","","","","","","","","","",""
"804","","","","","","","","","","","","","","","","","","","9535","9535","9535","0.9717024564743042","0.9717024564743042","0.9717024564743042","","","","","",""
"805","","","","","","","","","","","","","","","","","","","9550","9550","9550","0.9716840386390686","0.9716840386390686","0.9716840386390686","","","","","",""
"807","","","","","","","","","","","","","","","","","","","9564","9564","9564","0.9716920256614685","0.9716920256614685","0.9716920256614685","","","","","",""
"808","","","","","","","","","","","","","","","","","","","9579","9579","9579","0.9717308878898621","0.9717308878898621","0.9717308878898621","","","","","",""
"809","","","","","","","","","","","","","2609","2609","2609","0.9731740951538086","0.9731740951538086","0.9731740951538086","","","","","","","","","","","",""
"810","","","","","","","","","","","","","","","","","","","9610","9610","9610","0.9717365503311157","0.9717365503311157","0.9717365503311157","2680","2680","2680","0.9728483557701111","0.9728483557701111","0.9728483557701111"
"811","","","","","","","2818","2818","2818","0.9731660485267639","0.9731660485267639","0.9731660485267639","","","","","","","9625","9625","9625","0.9717838764190674","0.9717838764190674","0.9717838764190674","","","","","",""
"813","","","","","","","","","","","","","","","","","","","9639","9639","9639","0.97176194190979","0.97176194190979","0.97176194190979","","","","","",""
"814","","","","","","","","","","","","","","","","","","","9654","9654","9654","0.9716964960098267","0.9716964960098267","0.9716964960098267","","","","","",""
"816","","","","","","","","","","","","","","","","","","","9668","9668","9668","0.9717425107955933","0.9717425107955933","0.9717425107955933","","","","","",""
"817","","","","","","","","","","","","","","","","","","","9683","9683","9683","0.9717333912849426","0.9717333912849426","0.9717333912849426","","","","","",""
"818","","","","","","","2832","2832","2832","0.9732834100723267","0.9732834100723267","0.9732834100723267","2630","2630","2630","0.9733918309211731","0.9733918309211731","0.9733918309211731","","","","","","","","","","","",""
"819","","","","","","","","","","","","","","","","","","","9711","9711","9711","0.9717226028442383","0.9717226028442383","0.9717226028442383","2701","2701","2701","0.972976565361023","0.972976565361023","0.972976565361023"
"820","","","","","","","","","","","","","","","","","","","9744","9744","9744","0.9717551469802856","0.9717551469802856","0.9717551469802856","","","","","",""
"822","","","","","","","","","","","","","","","","","","","9758","9758","9758","0.9717299342155457","0.9717299342155457","0.9717299342155457","","","","","",""
"823","","","","","","","","","","","","","","","","","","","9773","9773","9773","0.97174072265625","0.97174072265625","0.97174072265625","","","","","",""
"825","","","","","","","","","","","","","","","","","","","9787","9787","9787","0.9717640280723572","0.9717640280723572","0.9717640280723572","","","","","",""
"826","","","","","","","2863","2863","2863","0.9734565019607544","0.9734565019607544","0.9734565019607544","","","","","","","9802","9802","9802","0.9716936349868774","0.9716936349868774","0.9716936349868774","","","","","",""
"828","","","","","","","","","","","","","2661","2661","2661","0.9735517501831055","0.9735517501831055","0.9735517501831055","9816","9816","9816","0.9717073440551758","0.9717073440551758","0.9717073440551758","2726","2726","2726","0.9732107520103455","0.9732107520103455","0.9732107520103455"
"829","","","","","","","","","","","","","","","","","","","9846","9846","9846","0.9717470407485962","0.9717470407485962","0.9717470407485962","","","","","",""
"831","","","","","","","","","","","","","","","","","","","9862","9862","9862","0.971757173538208","0.971757173538208","0.971757173538208","","","","","",""
"832","","","","","","","","","","","","","","","","","","","9877","9877","9877","0.9717584848403931","0.9717584848403931","0.9717584848403931","","","","","",""
"834","","","","","","","2894","2894","2894","0.9736122488975525","0.9736122488975525","0.9736122488975525","","","","","","","9891","9891","9891","0.9717425107955933","0.9717425107955933","0.9717425107955933","","","","","",""
"835","","","","","","","","","","","","","","","","","","","9906","9906","9906","0.9717591404914856","0.9717591404914856","0.9717591404914856","","","","","",""
"837","","","","","","","","","","","","","2692","2692","2692","0.9737036228179932","0.9737036228179932","0.9737036228179932","9920","9920","9920","0.9717836380004883","0.9717836380004883","0.9717836380004883","2758","2758","2758","0.9733192920684814","0.9733192920684814","0.9733192920684814"
"838","","","","","","","","","","","","","","","","","","","9935","9935","9935","0.9717777967453003","0.9717777967453003","0.9717777967453003","","","","","",""
"840","","","","","","","","","","","","","","","","","","","9966","9966","9966","0.9718107581138611","0.9718107581138611","0.9718107581138611","","","","","",""
"841","","","","","","","","","","","","","","","","","","","9981","9981","9981","0.9717907309532166","0.9717907309532166","0.9717907309532166","","","","","",""
"842","","","","","","","2925","2925","2925","0.9737711548805237","0.9737711548805237","0.9737711548805237","","","","","","","","","","","","","","","","","",""
"843","","","","","","","","","","","","","","","","","","","9995","9995","9995","0.9717673063278198","0.9717673063278198","0.9717673063278198","","","","","",""
"844","","","","","","","","","","","","","","","","","","","10010","10010","10010","0.9717813730239868","0.9717813730239868","0.9717813730239868","","","","","",""
"846","","","","","","","","","","","","","2724","2724","2724","0.9738965630531311","0.9738965630531311","0.9738965630531311","10024","10024","10024","0.971770703792572","0.971770703792572","0.971770703792572","2789","2789","2789","0.9734846353530884","0.9734846353530884","0.9734846353530884"
"847","","","","","","","","","","","","","","","","","","","10039","10039","10039","0.9718054533004761","0.9718054533004761","0.9718054533004761","","","","","",""
"849","","","","","","","","","","","","","","","","","","","10067","10067","10067","0.9717994332313538","0.9717994332313538","0.9717994332313538","","","","","",""
"850","","","","","","","2956","2956","2956","0.9739441275596619","0.9739441275596619","0.9739441275596619","","","","","","","10100","10100","10100","0.9718460440635681","0.9718460440635681","0.9718460440635681","","","","","",""
"852","","","","","","","","","","","","","","","","","","","10114","10114","10114","0.9718193411827087","0.9718193411827087","0.9718193411827087","","","","","",""
"853","","","","","","","","","","","","","","","","","","","10129","10129","10129","0.9718297719955444","0.9718297719955444","0.9718297719955444","","","","","",""
"855","","","","","","","","","","","","","2755","2755","2755","0.9740826487541199","0.9740826487541199","0.9740826487541199","10143","10143","10143","0.9718156456947327","0.9718156456947327","0.9718156456947327","2821","2821","2821","0.97360759973526","0.97360759973526","0.97360759973526"
"856","","","","","","","","","","","","","","","","","","","10158","10158","10158","0.9718220829963684","0.9718220829963684","0.9718220829963684","","","","","",""
"858","","","","","","","2970","2970","2970","0.9740153551101685","0.9740153551101685","0.9740153551101685","","","","","","","10172","10172","10172","0.9718567728996277","0.9718567728996277","0.9718567728996277","","","","","",""
"859","","","","","","","","","","","","","","","","","","","10202","10202","10202","0.9718694686889648","0.9718694686889648","0.9718694686889648","","","","","",""
"861","","","","","","","","","","","","","","","","","","","10218","10218","10218","0.9718323349952698","0.9718323349952698","0.9718323349952698","","","","","",""
"862","","","","","","","","","","","","","","","","","","","10233","10233","10233","0.9718243479728699","0.9718243479728699","0.9718243479728699","","","","","",""
"864","","","","","","","","","","","","","","","","","","","10247","10247","10247","0.9718194603919983","0.9718194603919983","0.9718194603919983","2852","2852","2852","0.9737667441368103","0.9737667441368103","0.9737667441368103"
"865","","","","","","","","","","","","","2786","2786","2786","0.9742677211761475","0.9742677211761475","0.9742677211761475","10262","10262","10262","0.9718570113182068","0.9718570113182068","0.9718570113182068","","","","","",""
"866","","","","","","","3001","3001","3001","0.9741865992546082","0.9741865992546082","0.9741865992546082","","","","","","","","","","","","","","","","","",""
"867","","","","","","","","","","","","","","","","","","","10276","10276","10276","0.9718337655067444","0.9718337655067444","0.9718337655067444","","","","","",""
"868","","","","","","","","","","","","","","","","","","","10291","10291","10291","0.9718491435050964","0.9718491435050964","0.9718491435050964","","","","","",""
"870","","","","","","","","","","","","","","","","","","","10322","10322","10322","0.9718020558357239","0.9718020558357239","0.9718020558357239","","","","","",""
"871","","","","","","","","","","","","","","","","","","","10337","10337","10337","0.971794843673706","0.971794843673706","0.971794843673706","","","","","",""
"873","","","","","","","","","","","","","","","","","","","10351","10351","10351","0.9718723893165588","0.9718723893165588","0.9718723893165588","2884","2884","2884","0.9739494919776917","0.9739494919776917","0.9739494919776917"
"874","","","","","","","3032","3032","3032","0.9743112325668335","0.9743112325668335","0.9743112325668335","2817","2817","2817","0.9744186997413635","0.9744186997413635","0.9744186997413635","10366","10366","10366","0.9718688130378723","0.9718688130378723","0.9718688130378723","","","","","",""
"876","","","","","","","","","","","","","","","","","","","10380","10380","10380","0.9718828201293945","0.9718828201293945","0.9718828201293945","","","","","",""
"877","","","","","","","","","","","","","","","","","","","10395","10395","10395","0.9718732237815857","0.9718732237815857","0.9718732237815857","","","","","",""
"879","","","","","","","","","","","","","","","","","","","10423","10423","10423","0.9718818068504333","0.9718818068504333","0.9718818068504333","","","","","",""
"880","","","","","","","","","","","","","","","","","","","10456","10456","10456","0.9719417095184326","0.9719417095184326","0.9719417095184326","","","","","",""
"881","","","","","","","3063","3063","3063","0.9744558930397034","0.9744558930397034","0.9744558930397034","","","","","","","","","","","","","","","","","",""
"882","","","","","","","","","","","","","","","","","","","10470","10470","10470","0.9718923568725586","0.9718923568725586","0.9718923568725586","2915","2915","2915","0.9740667343139648","0.9740667343139648","0.9740667343139648"
"883","","","","","","","","","","","","","2848","2848","2848","0.9745550155639648","0.9745550155639648","0.9745550155639648","10485","10485","10485","0.9718785881996155","0.9718785881996155","0.9718785881996155","","","","","",""
"885","","","","","","","","","","","","","","","","","","","10499","10499","10499","0.9718841910362244","0.9718841910362244","0.9718841910362244","","","","","",""
"886","","","","","","","","","","","","","","","","","","","10514","10514","10514","0.9719133377075195","0.9719133377075195","0.9719133377075195","","","","","",""
"888","","","","","","","","","","","","","","","","","","","10528","10528","10528","0.9719727635383606","0.9719727635383606","0.9719727635383606","","","","","",""
"889","","","","","","","3091","3091","3091","0.974560022354126","0.974560022354126","0.974560022354126","","","","","","","10558","10558","10558","0.9719135761260986","0.9719135761260986","0.9719135761260986","","","","","",""
"891","","","","","","","","","","","","","","","","","","","10574","10574","10574","0.9719098806381226","0.9719098806381226","0.9719098806381226","2947","2947","2947","0.9742778539657593","0.9742778539657593","0.9742778539657593"
"892","","","","","","","","","","","","","","","","","","","10589","10589","10589","0.9719446897506714","0.9719446897506714","0.9719446897506714","","","","","",""
"893","","","","","","","","","","","","","2879","2879","2879","0.9747027158737183","0.9747027158737183","0.9747027158737183","","","","","","","","","","","",""
"894","","","","","","","","","","","","","","","","","","","10603","10603","10603","0.9719935655593872","0.9719935655593872","0.9719935655593872","","","","","",""
"895","","","","","","","","","","","","","","","","","","","10618","10618","10618","0.9719539284706116","0.9719539284706116","0.9719539284706116","","","","","",""
"897","","","","","","","3108","3108","3108","0.9747006297111511","0.9747006297111511","0.9747006297111511","","","","","","","10632","10632","10632","0.9719762206077576","0.9719762206077576","0.9719762206077576","","","","","",""
"898","","","","","","","","","","","","","","","","","","","10647","10647","10647","0.971952497959137","0.971952497959137","0.971952497959137","","","","","",""
"900","","","","","","","","","","","","","","","","","","","10678","10678","10678","0.9719355702400208","0.9719355702400208","0.9719355702400208","2978","2978","2978","0.9743706583976746","0.9743706583976746","0.9743706583976746"
"901","","","","","","","","","","","","","","","","","","","10693","10693","10693","0.9719885587692261","0.9719885587692261","0.9719885587692261","","","","","",""
"902","","","","","","","","","","","","","2910","2910","2910","0.9748547077178955","0.9748547077178955","0.9748547077178955","","","","","","","","","","","",""
"903","","","","","","","","","","","","","","","","","","","10707","10707","10707","0.9719329476356506","0.9719329476356506","0.9719329476356506","","","","","",""
"904","","","","","","","","","","","","","","","","","","","10722","10722","10722","0.9719622731208801","0.9719622731208801","0.9719622731208801","","","","","",""
"905","","","","","","","3139","3139","3139","0.9748488068580627","0.9748488068580627","0.9748488068580627","","","","","","","","","","","","","","","","","",""
"906","","","","","","","","","","","","","","","","","","","10736","10736","10736","0.971971869468689","0.971971869468689","0.971971869468689","","","","","",""
"907","","","","","","","","","","","","","","","","","","","10751","10751","10751","0.9719911813735962","0.9719911813735962","0.9719911813735962","","","","","",""
"909","","","","","","","","","","","","","","","","","","","10779","10779","10779","0.9719409942626953","0.9719409942626953","0.9719409942626953","2999","2999","2999","0.9745474457740784","0.9745474457740784","0.9745474457740784"
"910","","","","","","","","","","","","","","","","","","","10812","10812","10812","0.9720048904418945","0.9720048904418945","0.9720048904418945","","","","","",""
"911","","","","","","","","","","","","","2941","2941","2941","0.9749829769134521","0.9749829769134521","0.9749829769134521","","","","","","","","","","","",""
"912","","","","","","","","","","","","","","","","","","","10826","10826","10826","0.9720030426979065","0.9720030426979065","0.9720030426979065","","","","","",""
"913","","","","","","","3170","3170","3170","0.9748693108558655","0.9748693108558655","0.9748693108558655","","","","","","","10841","10841","10841","0.9719966053962708","0.9719966053962708","0.9719966053962708","","","","","",""
"915","","","","","","","","","","","","","","","","","","","10855","10855","10855","0.9719992280006409","0.9719992280006409","0.9719992280006409","","","","","",""
"916","","","","","","","","","","","","","","","","","","","10870","10870","10870","0.9719665050506592","0.9719665050506592","0.9719665050506592","","","","","",""
"918","","","","","","","","","","","","","","","","","","","10884","10884","10884","0.9720386266708374","0.9720386266708374","0.9720386266708374","3024","3024","3024","0.9746703505516052","0.9746703505516052","0.9746703505516052"
"919","","","","","","","","","","","","","","","","","","","10914","10914","10914","0.9720242023468018","0.9720242023468018","0.9720242023468018","","","","","",""
"921","","","","","","","3201","3201","3201","0.9751176238059998","0.9751176238059998","0.9751176238059998","2972","2972","2972","0.9751884937286377","0.9751884937286377","0.9751884937286377","10930","10930","10930","0.9720261693000793","0.9720261693000793","0.9720261693000793","","","","","",""
"922","","","","","","","","","","","","","","","","","","","10945","10945","10945","0.972025990486145","0.972025990486145","0.972025990486145","","","","","",""
"924","","","","","","","","","","","","","","","","","","","10959","10959","10959","0.9720036387443542","0.9720036387443542","0.9720036387443542","","","","","",""
"925","","","","","","","","","","","","","","","","","","","10974","10974","10974","0.972027063369751","0.972027063369751","0.972027063369751","","","","","",""
"927","","","","","","","","","","","","","","","","","","","10988","10988","10988","0.9719494581222534","0.9719494581222534","0.9719494581222534","3056","3056","3056","0.974786639213562","0.974786639213562","0.974786639213562"
"928","","","","","","","","","","","","","","","","","","","11003","11003","11003","0.972011923789978","0.972011923789978","0.972011923789978","","","","","",""
"929","","","","","","","3219","3219","3219","0.9752317667007446","0.9752317667007446","0.9752317667007446","","","","","","","","","","","","","","","","","",""
"930","","","","","","","","","","","","","3003","3003","3003","0.975284218788147","0.975284218788147","0.975284218788147","11034","11034","11034","0.9720220565795898","0.9720220565795898","0.9720220565795898","","","","","",""
"931","","","","","","","","","","","","","","","","","","","11049","11049","11049","0.9720610976219177","0.9720610976219177","0.9720610976219177","","","","","",""
"933","","","","","","","","","","","","","","","","","","","11063","11063","11063","0.9720130562782288","0.9720130562782288","0.9720130562782288","","","","","",""
"934","","","","","","","","","","","","","","","","","","","11078","11078","11078","0.9720414876937866","0.9720414876937866","0.9720414876937866","","","","","",""
"936","","","","","","","","","","","","","","","","","","","11092","11092","11092","0.9719442129135132","0.9719442129135132","0.9719442129135132","3087","3087","3087","0.9749126434326172","0.9749126434326172","0.9749126434326172"
"937","","","","","","","3246","3246","3246","0.9753803610801697","0.9753803610801697","0.9753803610801697","","","","","","","11107","11107","11107","0.9718953371047974","0.9718953371047974","0.9718953371047974","","","","","",""
"939","","","","","","","","","","","","","3024","3024","3024","0.9754587411880493","0.9754587411880493","0.9754587411880493","11135","11135","11135","0.9720388650894165","0.9720388650894165","0.9720388650894165","","","","","",""
"940","","","","","","","","","","","","","","","","","","","11168","11168","11168","0.9720271229743958","0.9720271229743958","0.9720271229743958","","","","","",""
"942","","","","","","","","","","","","","","","","","","","11182","11182","11182","0.9720048904418945","0.9720048904418945","0.9720048904418945","","","","","",""
"943","","","","","","","","","","","","","","","","","","","11197","11197","11197","0.9719246625900269","0.9719246625900269","0.9719246625900269","","","","","",""
"944","","","","","","","3277","3277","3277","0.9754510521888733","0.9754510521888733","0.9754510521888733","","","","","","","","","","","","","","","","","",""
"945","","","","","","","","","","","","","","","","","","","11211","11211","11211","0.9718911647796631","0.9718911647796631","0.9718911647796631","3119","3119","3119","0.9750075936317444","0.9750075936317444","0.9750075936317444"
"946","","","","","","","","","","","","","","","","","","","11226","11226","11226","0.9720545411109924","0.9720545411109924","0.9720545411109924","","","","","",""
"948","","","","","","","","","","","","","3049","3049","3049","0.9755620360374451","0.9755620360374451","0.9755620360374451","11240","11240","11240","0.9720315337181091","0.9720315337181091","0.9720315337181091","","","","","",""
"949","","","","","","","","","","","","","","","","","","","11270","11270","11270","0.9721415638923645","0.9721415638923645","0.9721415638923645","","","","","",""
"951","","","","","","","","","","","","","","","","","","","11286","11286","11286","0.9719804525375366","0.9719804525375366","0.9719804525375366","","","","","",""
"952","","","","","","","3308","3308","3308","0.9755373597145081","0.9755373597145081","0.9755373597145081","","","","","","","11301","11301","11301","0.9720616936683655","0.9720616936683655","0.9720616936683655","","","","","",""
"954","","","","","","","","","","","","","","","","","","","11315","11315","11315","0.9720274209976196","0.9720274209976196","0.9720274209976196","3150","3150","3150","0.9751104116439819","0.9751104116439819","0.9751104116439819"
"955","","","","","","","","","","","","","","","","","","","11330","11330","11330","0.9720315933227539","0.9720315933227539","0.9720315933227539","","","","","",""
"957","","","","","","","","","","","","","","","","","","","11344","11344","11344","0.9719702005386353","0.9719702005386353","0.9719702005386353","","","","","",""
"958","","","","","","","","","","","","","3080","3080","3080","0.9757086634635925","0.9757086634635925","0.9757086634635925","11359","11359","11359","0.9720431566238403","0.9720431566238403","0.9720431566238403","","","","","",""
"960","","","","","","","3339","3339","3339","0.9756230711936951","0.9756230711936951","0.9756230711936951","","","","","","","11390","11390","11390","0.9719866514205933","0.9719866514205933","0.9719866514205933","","","","","",""
"961","","","","","","","","","","","","","","","","","","","11405","11405","11405","0.9720378518104553","0.9720378518104553","0.9720378518104553","","","","","",""
"963","","","","","","","","","","","","","","","","","","","11419","11419","11419","0.9720534682273865","0.9720534682273865","0.9720534682273865","3182","3182","3182","0.9751755595207214","0.9751755595207214","0.9751755595207214"
"964","","","","","","","","","","","","","","","","","","","11434","11434","11434","0.9720408916473389","0.9720408916473389","0.9720408916473389","","","","","",""
"966","","","","","","","","","","","","","","","","","","","11448","11448","11448","0.9720545411109924","0.9720545411109924","0.9720545411109924","","","","","",""
"967","","","","","","","","","","","","","3111","3111","3111","0.9758467078208923","0.9758467078208923","0.9758467078208923","11463","11463","11463","0.9720422029495239","0.9720422029495239","0.9720422029495239","","","","","",""
"968","","","","","","","3353","3353","3353","0.9757867455482483","0.9757867455482483","0.9757867455482483","","","","","","","","","","","","","","","","","",""
"969","","","","","","","","","","","","","","","","","","","11491","11491","11491","0.9721065163612366","0.9721065163612366","0.9721065163612366","","","","","",""
"970","","","","","","","","","","","","","","","","","","","11524","11524","11524","0.9720478057861328","0.9720478057861328","0.9720478057861328","","","","","",""
"972","","","","","","","","","","","","","","","","","","","11538","11538","11538","0.9720331430435181","0.9720331430435181","0.9720331430435181","3213","3213","3213","0.9752541780471802","0.9752541780471802","0.9752541780471802"
"973","","","","","","","","","","","","","","","","","","","11553","11553","11553","0.9721078276634216","0.9721078276634216","0.9721078276634216","","","","","",""
"975","","","","","","","","","","","","","","","","","","","11567","11567","11567","0.9720674753189087","0.9720674753189087","0.9720674753189087","","","","","",""
"976","","","","","","","3384","3384","3384","0.9758919477462769","0.9758919477462769","0.9758919477462769","3142","3142","3142","0.9759525060653687","0.9759525060653687","0.9759525060653687","11582","11582","11582","0.9721295833587646","0.9721295833587646","0.9721295833587646","","","","","",""
"978","","","","","","","","","","","","","","","","","","","11596","11596","11596","0.9720391631126404","0.9720391631126404","0.9720391631126404","","","","","",""
"979","","","","","","","","","","","","","","","","","","","11626","11626","11626","0.972042977809906","0.972042977809906","0.972042977809906","","","","","",""
"981","","","","","","","","","","","","","","","","","","","11642","11642","11642","0.9720703959465027","0.9720703959465027","0.9720703959465027","3245","3245","3245","0.9755197763442993","0.9755197763442993","0.9755197763442993"
"982","","","","","","","","","","","","","","","","","","","11657","11657","11657","0.9721009135246277","0.9721009135246277","0.9721009135246277","","","","","",""
"984","","","","","","","3415","3415","3415","0.9759808778762817","0.9759808778762817","0.9759808778762817","","","","","","","11671","11671","11671","0.9720529317855835","0.9720529317855835","0.9720529317855835","","","","","",""
"985","","","","","","","","","","","","","","","","","","","11686","11686","11686","0.9720486998558044","0.9720486998558044","0.9720486998558044","","","","","",""
"986","","","","","","","","","","","","","3173","3173","3173","0.9760669469833374","0.9760669469833374","0.9760669469833374","","","","","","","","","","","",""
"987","","","","","","","","","","","","","","","","","","","11700","11700","11700","0.9720790386199951","0.9720790386199951","0.9720790386199951","","","","","",""
"988","","","","","","","","","","","","","","","","","","","11715","11715","11715","0.972069501876831","0.972069501876831","0.972069501876831","","","","","",""
"990","","","","","","","","","","","","","","","","","","","11746","11746","11746","0.9720844030380249","0.9720844030380249","0.9720844030380249","3276","3276","3276","0.9755121469497681","0.9755121469497681","0.9755121469497681"
"991","","","","","","","","","","","","","","","","","","","11761","11761","11761","0.9721250534057617","0.9721250534057617","0.9721250534057617","","","","","",""
"992","","","","","","","3446","3446","3446","0.9761553406715393","0.9761553406715393","0.9761553406715393","","","","","","","","","","","","","","","","","",""
"993","","","","","","","","","","","","","","","","","","","11775","11775","11775","0.9720754027366638","0.9720754027366638","0.9720754027366638","","","","","",""
"994","","","","","","","","","","","","","","","","","","","11790","11790","11790","0.9720257520675659","0.9720257520675659","0.9720257520675659","","","","","",""
"995","","","","","","","","","","","","","3204","3204","3204","0.9761994481086731","0.9761994481086731","0.9761994481086731","","","","","","","","","","","",""
