Population,UMAP1,UMAP2,SP,Color
Peruvian,15.6032915,-13.511078,AMR,#750D86
Peruvian,15.772171,-14.133029,AMR,#750D86
Peruvian,15.5737915,-13.521698,AMR,#750D86
Peruvian,15.841777,-13.827912,AMR,#750D86
Peruvian,15.585081,-13.497761,AMR,#750D86
Peruvian,15.579557,-13.515624,AMR,#750D86
Peruvian,16.199284,-13.584649,AMR,#750D86
Peruvian,16.302685,-12.029582,AMR,#750D86
Peruvian,16.52502,-11.628651,AMR,#750D86
Peruvian,16.00195,-14.09007,AMR,#750D86
Peruvian,16.428263,-11.688494,AMR,#750D86
Punjabi Pakistan,-11.275071,1.3714865,SAS,#EB663B
Punjabi Pakistan,-11.09061,1.7084161,SAS,#EB663B
Punjabi Pakistan,-11.3253565,1.914821,SAS,#EB663B
Punjabi Pakistan,-11.199209,2.013921,SAS,#EB663B
Punjabi Pakistan,-11.257471,1.5071317,SAS,#EB663B
Punjabi Pakistan,-11.255214,1.2924924,SAS,#EB663B
Punjabi Pakistan,-11.185662,1.4939104,SAS,#EB663B
Punjabi Pakistan,-10.805732,1.5213385,SAS,#EB663B
Punjabi Pakistan,-10.818734,1.7117885,SAS,#EB663B
Punjabi Pakistan,-10.756363,1.6690735,SAS,#EB663B
Punjabi Pakistan,-11.540251,1.8574368,SAS,#EB663B
Punjabi Pakistan,-11.088285,0.5591261,SAS,#EB663B
Punjabi Pakistan,-11.017095,0.6630694,SAS,#EB663B
Punjabi Pakistan,-11.03969,0.5645399,SAS,#EB663B
Punjabi Pakistan,-11.550547,1.8965602,SAS,#EB663B
Punjabi Pakistan,-11.52588,2.0215092,SAS,#EB663B
Punjabi Pakistan,-11.591773,1.9891222,SAS,#EB663B
Punjabi Pakistan,-11.005662,1.8140752,SAS,#EB663B
Punjabi Pakistan,-10.993591,1.7728604,SAS,#EB663B
Punjabi Pakistan,-10.940736,1.8112184,SAS,#EB663B
Punjabi Pakistan,-11.263503,1.9004433,SAS,#EB663B
Punjabi Pakistan,-11.23648,1.9359487,SAS,#EB663B
Punjabi Pakistan,-11.282598,1.9339267,SAS,#EB663B
Punjabi Pakistan,-10.980386,2.0021508,SAS,#EB663B
Punjabi Pakistan,-10.991956,2.101274,SAS,#EB663B
Punjabi Pakistan,-10.981373,2.0357132,SAS,#EB663B
Punjabi Pakistan,-10.663076,1.8924202,SAS,#EB663B
Punjabi Pakistan,-10.672427,1.9976883,SAS,#EB663B
Punjabi Pakistan,-10.656393,1.9677918,SAS,#EB663B
Punjabi Pakistan,-10.730676,1.2196532,SAS,#EB663B
Punjabi Pakistan,-10.679909,1.29699,SAS,#EB663B
Punjabi Pakistan,-10.653475,1.2604231,SAS,#EB663B
Punjabi Pakistan,-10.586546,1.7727901,SAS,#EB663B
Punjabi Pakistan,-10.596505,1.8355794,SAS,#EB663B
Punjabi Pakistan,-10.5483055,1.8477064,SAS,#EB663B
Punjabi Pakistan,-15.9884815,-1.0047895,SAS,#EB663B
Punjabi Pakistan,-16.075996,-0.9919006,SAS,#EB663B
Punjabi Pakistan,-16.030071,-1.0039403,SAS,#EB663B
Punjabi Pakistan,-16.518444,-0.8081396,SAS,#EB663B
Punjabi Pakistan,-16.608532,-0.70638174,SAS,#EB663B
Punjabi Pakistan,-16.498123,-0.74315006,SAS,#EB663B
Punjabi Pakistan,-11.638168,2.1356637,SAS,#EB663B
Punjabi Pakistan,-11.684318,2.1364937,SAS,#EB663B
Punjabi Pakistan,-11.724599,2.1691964,SAS,#EB663B
Punjabi Pakistan,-11.424861,1.971884,SAS,#EB663B
Punjabi Pakistan,-11.326464,1.267563,SAS,#EB663B
Punjabi Pakistan,-11.190275,1.7709278,SAS,#EB663B
Punjabi Pakistan,-11.433007,1.3989271,SAS,#EB663B
Punjabi Pakistan,-11.392671,1.9524055,SAS,#EB663B
Punjabi Pakistan,-11.439873,1.8652488,SAS,#EB663B
Punjabi Pakistan,-11.353766,1.889692,SAS,#EB663B
Punjabi Pakistan,-16.666159,-1.013651,SAS,#EB663B
Punjabi Pakistan,-16.637955,-1.0149322,SAS,#EB663B
Punjabi Pakistan,-16.608582,-0.9968891,SAS,#EB663B
Punjabi Pakistan,-16.593813,-0.73143464,SAS,#EB663B
Punjabi Pakistan,-16.7571,-0.7763763,SAS,#EB663B
Punjabi Pakistan,-16.729267,-0.71803075,SAS,#EB663B
Punjabi Pakistan,-11.272877,1.1223618,SAS,#EB663B
Punjabi Pakistan,-11.476971,2.2610393,SAS,#EB663B
Punjabi Pakistan,-11.403756,2.2653892,SAS,#EB663B
Punjabi Pakistan,-11.443696,2.313898,SAS,#EB663B
Punjabi Pakistan,-11.34544,1.9233565,SAS,#EB663B
Punjabi Pakistan,-11.308079,1.925805,SAS,#EB663B
Punjabi Pakistan,-11.304707,1.987122,SAS,#EB663B
Punjabi Pakistan,-16.385262,-0.7149348,SAS,#EB663B
Punjabi Pakistan,-16.469341,-0.69415736,SAS,#EB663B
Punjabi Pakistan,-16.444855,-0.70492524,SAS,#EB663B
Punjabi Pakistan,-16.402222,-0.97542006,SAS,#EB663B
Punjabi Pakistan,-16.321424,-1.0580467,SAS,#EB663B
Punjabi Pakistan,-16.700554,-0.7636297,SAS,#EB663B
Punjabi Pakistan,-16.77458,-0.81914014,SAS,#EB663B
Punjabi Pakistan,-16.772894,-0.7606084,SAS,#EB663B
Punjabi Pakistan,-16.574778,-0.7149139,SAS,#EB663B
Punjabi Pakistan,-16.646742,-0.81519145,SAS,#EB663B
Punjabi Pakistan,-16.660713,-0.8287989,SAS,#EB663B
Punjabi Pakistan,-16.858824,-0.81454575,SAS,#EB663B
Punjabi Pakistan,-16.898243,-0.7907994,SAS,#EB663B
Punjabi Pakistan,-16.97328,-0.7455661,SAS,#EB663B
Punjabi Pakistan,-16.859472,-0.9019841,SAS,#EB663B
Punjabi Pakistan,-16.730095,-0.8294481,SAS,#EB663B
Punjabi Pakistan,-16.88316,-0.8477281,SAS,#EB663B
Punjabi Pakistan,-16.576735,-0.95745856,SAS,#EB663B
Punjabi Pakistan,-16.605473,-0.9803245,SAS,#EB663B
Punjabi Pakistan,-16.598095,-0.9794935,SAS,#EB663B
Punjabi Pakistan,-16.499557,-0.9142787,SAS,#EB663B
Punjabi Pakistan,-16.427637,-0.9483126,SAS,#EB663B
Punjabi Pakistan,-16.656086,-0.8465472,SAS,#EB663B
Punjabi Pakistan,-16.369186,-0.973339,SAS,#EB663B
Punjabi Pakistan,-9.997396,-1.299603,SAS,#EB663B
Punjabi Pakistan,-9.962862,-1.2969201,SAS,#EB663B
Punjabi Pakistan,-9.961582,-1.3303485,SAS,#EB663B
Punjabi Pakistan,-11.159042,1.7822666,SAS,#EB663B
Punjabi Pakistan,-11.092693,1.8117262,SAS,#EB663B
Punjabi Pakistan,-11.151767,1.8039385,SAS,#EB663B
Punjabi Pakistan,-11.003701,2.0046184,SAS,#EB663B
Punjabi Pakistan,-11.116204,2.0557947,SAS,#EB663B
Punjabi Pakistan,-11.10962,2.0910842,SAS,#EB663B
Punjabi Pakistan,-11.897873,1.5503886,SAS,#EB663B
Punjabi Pakistan,-11.85194,1.6209918,SAS,#EB663B
Punjabi Pakistan,-11.928338,1.5556208,SAS,#EB663B
Punjabi Pakistan,-11.632201,1.6824609,SAS,#EB663B
Punjabi Pakistan,-12.190264,1.4437432,SAS,#EB663B
Punjabi Pakistan,-11.775584,1.553463,SAS,#EB663B
Punjabi Pakistan,-11.013378,1.6771586,SAS,#EB663B
Punjabi Pakistan,-11.000027,1.7982554,SAS,#EB663B
Punjabi Pakistan,-10.961656,1.8137789,SAS,#EB663B
Punjabi Pakistan,-10.916393,1.294552,SAS,#EB663B
Punjabi Pakistan,-11.044283,1.3606032,SAS,#EB663B
Punjabi Pakistan,-10.977606,1.2467684,SAS,#EB663B
Punjabi Pakistan,-10.988041,1.5969486,SAS,#EB663B
Punjabi Pakistan,-11.219898,1.0529515,SAS,#EB663B
Punjabi Pakistan,-11.628577,1.2626969,SAS,#EB663B
Punjabi Pakistan,-11.596086,1.2317457,SAS,#EB663B
Punjabi Pakistan,-11.618767,1.3024492,SAS,#EB663B
Punjabi Pakistan,-10.933899,1.3921548,SAS,#EB663B
Punjabi Pakistan,-16.897701,-0.7982199,SAS,#EB663B
Punjabi Pakistan,-16.81931,-0.819672,SAS,#EB663B
Punjabi Pakistan,-16.914434,-0.789463,SAS,#EB663B
Punjabi Pakistan,-10.443594,0.5224848,SAS,#EB663B
Punjabi Pakistan,-10.313448,0.4476681,SAS,#EB663B
Punjabi Pakistan,-10.323729,0.45992237,SAS,#EB663B
Punjabi Pakistan,-10.655149,1.0256622,SAS,#EB663B
Punjabi Pakistan,-10.741486,1.0645318,SAS,#EB663B
Punjabi Pakistan,-10.735062,1.0534263,SAS,#EB663B
Punjabi Pakistan,-16.524395,-0.90862685,SAS,#EB663B
Punjabi Pakistan,-16.511984,-0.909252,SAS,#EB663B
Punjabi Pakistan,-11.763598,-1.1168782,SAS,#EB663B
Punjabi Pakistan,-11.685784,-0.66271085,SAS,#EB663B
Punjabi Pakistan,-11.679904,-0.8341988,SAS,#EB663B
Punjabi Pakistan,-10.811958,-0.16279308,SAS,#EB663B
Punjabi Pakistan,-11.19415,0.2860695,SAS,#EB663B
Punjabi Pakistan,-11.107158,0.25181952,SAS,#EB663B
Punjabi Pakistan,-10.9503975,-1.3594793,SAS,#EB663B
Punjabi Pakistan,-11.007203,-1.2362045,SAS,#EB663B
Punjabi Pakistan,-10.984335,-1.3115449,SAS,#EB663B
Punjabi Pakistan,-16.429987,-0.92115986,SAS,#EB663B
Punjabi Pakistan,-16.380142,-0.95268744,SAS,#EB663B
Punjabi Pakistan,-16.36529,-0.9416326,SAS,#EB663B
Punjabi Pakistan,-9.633912,-0.12741801,SAS,#EB663B
Punjabi Pakistan,-9.613447,-0.08840064,SAS,#EB663B
Punjabi Pakistan,-9.58945,-0.123799644,SAS,#EB663B
Punjabi Pakistan,-11.332225,-0.4319131,SAS,#EB663B
Punjabi Pakistan,-11.335498,-0.47830114,SAS,#EB663B
Punjabi Pakistan,-11.325739,-0.47962198,SAS,#EB663B
Punjabi Pakistan,-11.467775,1.3437911,SAS,#EB663B
Punjabi Pakistan,-10.951811,1.950632,SAS,#EB663B
Kinh Vietnamese,0.2803649,25.786156,EAS,#511CFB
Kinh Vietnamese,0.9574434,25.596075,EAS,#511CFB
Kinh Vietnamese,0.56169486,24.893143,EAS,#511CFB
Kinh Vietnamese,-0.11841245,24.239016,EAS,#511CFB
Kinh Vietnamese,0.6287474,25.222279,EAS,#511CFB
Kinh Vietnamese,1.0329556,25.194874,EAS,#511CFB
Kinh Vietnamese,0.7499721,25.232895,EAS,#511CFB
Kinh Vietnamese,0.53356177,26.43997,EAS,#511CFB
Kinh Vietnamese,0.5617389,25.540422,EAS,#511CFB
Kinh Vietnamese,0.5062346,23.977333,EAS,#511CFB
Kinh Vietnamese,0.4246297,26.311008,EAS,#511CFB
Kinh Vietnamese,0.9980999,25.290344,EAS,#511CFB
Kinh Vietnamese,0.37713116,26.345108,EAS,#511CFB
Kinh Vietnamese,0.99639624,26.223682,EAS,#511CFB
Kinh Vietnamese,0.68429935,25.85369,EAS,#511CFB
Kinh Vietnamese,-0.2442685,24.322926,EAS,#511CFB
Kinh Vietnamese,0.6309342,25.217264,EAS,#511CFB
Kinh Vietnamese,0.63074636,25.0127,EAS,#511CFB
Kinh Vietnamese,1.065393,25.92128,EAS,#511CFB
Kinh Vietnamese,0.6134413,24.585867,EAS,#511CFB
Kinh Vietnamese,0.99166954,26.08463,EAS,#511CFB
Kinh Vietnamese,0.49724886,26.610886,EAS,#511CFB
Kinh Vietnamese,0.5542905,24.249332,EAS,#511CFB
Kinh Vietnamese,0.29013413,26.372715,EAS,#511CFB
Kinh Vietnamese,-0.20276146,24.47672,EAS,#511CFB
Kinh Vietnamese,0.73630273,26.54524,EAS,#511CFB
Kinh Vietnamese,0.6335238,26.210543,EAS,#511CFB
Kinh Vietnamese,0.65769595,26.597637,EAS,#511CFB
Kinh Vietnamese,0.5219747,24.529259,EAS,#511CFB
Kinh Vietnamese,-0.23223053,24.257944,EAS,#511CFB
Kinh Vietnamese,0.37085465,25.886545,EAS,#511CFB
Kinh Vietnamese,0.2905625,26.138594,EAS,#511CFB
Kinh Vietnamese,0.6770245,23.763525,EAS,#511CFB
Kinh Vietnamese,0.4174541,24.85544,EAS,#511CFB
Kinh Vietnamese,0.6838472,26.633162,EAS,#511CFB
Kinh Vietnamese,1.0861775,25.415365,EAS,#511CFB
Kinh Vietnamese,0.14529346,24.779346,EAS,#511CFB
Kinh Vietnamese,1.0391474,26.622898,EAS,#511CFB
Kinh Vietnamese,0.1942399,26.231081,EAS,#511CFB
Kinh Vietnamese,0.7999569,25.22929,EAS,#511CFB
Kinh Vietnamese,0.06950694,25.2792,EAS,#511CFB
Kinh Vietnamese,0.048737377,25.209932,EAS,#511CFB
Kinh Vietnamese,0.00866625,25.087103,EAS,#511CFB
Kinh Vietnamese,0.13067736,24.619652,EAS,#511CFB
Kinh Vietnamese,0.16115014,24.676918,EAS,#511CFB
Kinh Vietnamese,0.10493122,24.625687,EAS,#511CFB
Kinh Vietnamese,0.7210082,25.526602,EAS,#511CFB
Kinh Vietnamese,-0.29033998,24.408026,EAS,#511CFB
Kinh Vietnamese,-0.24832594,24.493229,EAS,#511CFB
Kinh Vietnamese,-0.26453868,24.437101,EAS,#511CFB
Kinh Vietnamese,1.1157126,25.940523,EAS,#511CFB
Kinh Vietnamese,0.6728675,23.707176,EAS,#511CFB
Kinh Vietnamese,1.0910153,26.013939,EAS,#511CFB
Kinh Vietnamese,0.9473929,25.111736,EAS,#511CFB
Kinh Vietnamese,0.95246816,25.35643,EAS,#511CFB
Kinh Vietnamese,0.8868686,24.857586,EAS,#511CFB
Kinh Vietnamese,0.18958919,26.149994,EAS,#511CFB
Kinh Vietnamese,0.34429082,25.122377,EAS,#511CFB
Kinh Vietnamese,0.23610583,23.811983,EAS,#511CFB
Kinh Vietnamese,0.57166666,24.056568,EAS,#511CFB
Kinh Vietnamese,-0.27063632,24.259516,EAS,#511CFB
Kinh Vietnamese,0.76479155,25.358326,EAS,#511CFB
Kinh Vietnamese,0.7171091,24.33146,EAS,#511CFB
Kinh Vietnamese,0.9931644,25.863014,EAS,#511CFB
Kinh Vietnamese,0.64168495,24.231544,EAS,#511CFB
Kinh Vietnamese,1.29983,26.092167,EAS,#511CFB
Kinh Vietnamese,1.3429813,25.919374,EAS,#511CFB
Kinh Vietnamese,1.1954623,26.102877,EAS,#511CFB
Kinh Vietnamese,-0.1261785,24.03791,EAS,#511CFB
Kinh Vietnamese,1.0386018,25.955595,EAS,#511CFB
Kinh Vietnamese,0.93222195,25.405455,EAS,#511CFB
Kinh Vietnamese,1.0295671,25.258377,EAS,#511CFB
Kinh Vietnamese,0.96862876,25.321367,EAS,#511CFB
Kinh Vietnamese,-0.35881206,24.395752,EAS,#511CFB
Kinh Vietnamese,-0.32306302,24.411655,EAS,#511CFB
Kinh Vietnamese,-0.26938945,24.43526,EAS,#511CFB
Kinh Vietnamese,0.67290115,25.713324,EAS,#511CFB
Kinh Vietnamese,0.8087504,25.700981,EAS,#511CFB
Kinh Vietnamese,0.7370772,26.146828,EAS,#511CFB
Kinh Vietnamese,0.80504113,26.176336,EAS,#511CFB
Kinh Vietnamese,1.0206413,25.722046,EAS,#511CFB
Kinh Vietnamese,1.0067912,26.24561,EAS,#511CFB
Kinh Vietnamese,0.4871883,26.42825,EAS,#511CFB
Kinh Vietnamese,0.61381114,23.995134,EAS,#511CFB
Kinh Vietnamese,0.4526723,26.513853,EAS,#511CFB
Kinh Vietnamese,0.38773328,26.072477,EAS,#511CFB
Kinh Vietnamese,0.5545385,25.923735,EAS,#511CFB
Kinh Vietnamese,0.3550591,26.121181,EAS,#511CFB
Kinh Vietnamese,-0.2585295,24.276903,EAS,#511CFB
Kinh Vietnamese,0.9526644,25.760145,EAS,#511CFB
Kinh Vietnamese,-0.16191013,24.404966,EAS,#511CFB
Kinh Vietnamese,0.85838103,26.651033,EAS,#511CFB
Kinh Vietnamese,1.1019398,25.354582,EAS,#511CFB
Kinh Vietnamese,0.27777845,26.312927,EAS,#511CFB
Kinh Vietnamese,0.24593773,26.31393,EAS,#511CFB
Kinh Vietnamese,0.28103226,26.342825,EAS,#511CFB
Kinh Vietnamese,0.8969507,26.272474,EAS,#511CFB
Kinh Vietnamese,0.8940541,26.264605,EAS,#511CFB
Kinh Vietnamese,0.8782207,26.262354,EAS,#511CFB
Kinh Vietnamese,-0.13907269,24.96158,EAS,#511CFB
Kinh Vietnamese,0.058105547,25.879076,EAS,#511CFB
Kinh Vietnamese,-0.019899929,24.855492,EAS,#511CFB
Kinh Vietnamese,0.40544719,26.483181,EAS,#511CFB
Kinh Vietnamese,0.43286237,26.502033,EAS,#511CFB
Kinh Vietnamese,0.44073948,26.422964,EAS,#511CFB
Kinh Vietnamese,0.7621289,25.625776,EAS,#511CFB
Kinh Vietnamese,0.9356913,26.359676,EAS,#511CFB
Kinh Vietnamese,0.78793573,25.4365,EAS,#511CFB
Kinh Vietnamese,0.5947294,24.412191,EAS,#511CFB
Kinh Vietnamese,-0.13349627,24.118109,EAS,#511CFB
Kinh Vietnamese,0.28994712,25.539476,EAS,#511CFB
Kinh Vietnamese,0.28335387,25.577868,EAS,#511CFB
Kinh Vietnamese,0.3983976,26.391205,EAS,#511CFB
Kinh Vietnamese,-0.33137986,24.71507,EAS,#511CFB
Kinh Vietnamese,-0.32145423,24.630508,EAS,#511CFB
Kinh Vietnamese,-0.33128852,24.699854,EAS,#511CFB
Kinh Vietnamese,0.6874885,26.512697,EAS,#511CFB
Kinh Vietnamese,1.1154103,25.015419,EAS,#511CFB
Kinh Vietnamese,1.1887797,25.245264,EAS,#511CFB
Kinh Vietnamese,0.23428875,25.483566,EAS,#511CFB
Kinh Vietnamese,0.25130194,25.77786,EAS,#511CFB
Kinh Vietnamese,0.2569434,25.739067,EAS,#511CFB
African Caribbean,4.3023524,-7.8157907,AFR,#00A08B
African Caribbean,4.278817,-9.569544,AFR,#00A08B
African Caribbean,4.222673,-9.313674,AFR,#00A08B
African Caribbean,3.8199973,-5.044901,AFR,#00A08B
African Caribbean,4.093538,-7.2575974,AFR,#00A08B
African Caribbean,4.017887,-6.1969123,AFR,#00A08B
African Caribbean,3.752989,-5.8579693,AFR,#00A08B
African Caribbean,3.816488,-7.0591884,AFR,#00A08B
African Caribbean,3.770045,-6.934125,AFR,#00A08B
African Caribbean,3.8348868,-6.359504,AFR,#00A08B
African Caribbean,3.4997659,-3.0070505,AFR,#00A08B
African Caribbean,3.456136,-6.5522137,AFR,#00A08B
African Caribbean,3.4915602,-6.3649,AFR,#00A08B
African Caribbean,3.928126,-6.010761,AFR,#00A08B
African Caribbean,3.8026977,-6.1613946,AFR,#00A08B
African Caribbean,3.7983856,-4.6444864,AFR,#00A08B
African Caribbean,3.6870887,-4.265995,AFR,#00A08B
African Caribbean,4.053297,-6.242862,AFR,#00A08B
African Caribbean,4.263689,-7.837327,AFR,#00A08B
African Caribbean,4.4562054,-6.239059,AFR,#00A08B
African Caribbean,4.5163684,-6.677459,AFR,#00A08B
African Caribbean,4.120959,-6.167122,AFR,#00A08B
African Caribbean,3.7517805,-7.4785147,AFR,#00A08B
African Caribbean,3.6523094,-7.407063,AFR,#00A08B
African Caribbean,4.326974,-9.382689,AFR,#00A08B
African Caribbean,4.0294256,-6.0369015,AFR,#00A08B
African Caribbean,3.6680593,-7.19716,AFR,#00A08B
African Caribbean,3.6176572,-6.104616,AFR,#00A08B
African Caribbean,4.400339,-9.853487,AFR,#00A08B
African Caribbean,4.298257,-7.9522934,AFR,#00A08B
African Caribbean,3.5499976,-6.0320554,AFR,#00A08B
African Caribbean,4.090131,-7.573894,AFR,#00A08B
African Caribbean,3.957185,-7.753498,AFR,#00A08B
African Caribbean,4.1380863,-7.6440544,AFR,#00A08B
African Caribbean,3.920011,-6.161061,AFR,#00A08B
African Caribbean,3.8033485,-4.699998,AFR,#00A08B
African Caribbean,3.6109223,-7.1561103,AFR,#00A08B
African Caribbean,4.0176497,-2.520976,AFR,#00A08B
African Caribbean,3.467214,-3.428114,AFR,#00A08B
African Caribbean,4.2463865,-6.3385973,AFR,#00A08B
African Caribbean,3.8003953,-7.3172092,AFR,#00A08B
African Caribbean,3.8714423,-6.8445435,AFR,#00A08B
African Caribbean,3.9920952,-5.6785283,AFR,#00A08B
African Caribbean,3.7785287,-5.251465,AFR,#00A08B
African Caribbean,4.221563,-8.239232,AFR,#00A08B
African Caribbean,4.172825,-6.1894646,AFR,#00A08B
African Caribbean,4.0213485,-8.052036,AFR,#00A08B
African Caribbean,4.0834827,-6.0833106,AFR,#00A08B
African Caribbean,3.932999,-7.695274,AFR,#00A08B
African Caribbean,4.0793223,-6.1247315,AFR,#00A08B
African Caribbean,4.0371056,-8.312698,AFR,#00A08B
African Caribbean,3.8017478,-7.711427,AFR,#00A08B
African Caribbean,3.934679,-6.706579,AFR,#00A08B
African Caribbean,4.1086464,-5.8660727,AFR,#00A08B
African Caribbean,3.8277633,-5.189849,AFR,#00A08B
African Caribbean,4.272767,-8.317087,AFR,#00A08B
African Caribbean,4.200625,-8.704757,AFR,#00A08B
African Caribbean,4.0113463,-7.919522,AFR,#00A08B
African Caribbean,4.1841593,-5.7198706,AFR,#00A08B
African Caribbean,3.638175,-6.474177,AFR,#00A08B
African Caribbean,4.2056837,-6.620835,AFR,#00A08B
African Caribbean,4.1290936,-6.2184224,AFR,#00A08B
African Caribbean,3.759998,-7.034057,AFR,#00A08B
African Caribbean,4.389027,-6.13291,AFR,#00A08B
African Caribbean,4.397094,-5.961347,AFR,#00A08B
African Caribbean,3.8299298,-5.0957446,AFR,#00A08B
African Caribbean,4.07374,-6.371372,AFR,#00A08B
African Caribbean,3.8492522,-7.1395197,AFR,#00A08B
African Caribbean,3.8653955,-5.725891,AFR,#00A08B
African Caribbean,3.8743143,-5.098998,AFR,#00A08B
African Caribbean,4.090537,-6.864108,AFR,#00A08B
African Caribbean,3.7276473,-6.395277,AFR,#00A08B
African Caribbean,4.3053417,-9.209331,AFR,#00A08B
African Caribbean,3.8778226,-7.071913,AFR,#00A08B
African Caribbean,3.7736585,-1.891522,AFR,#00A08B
African Caribbean,4.296304,-8.803409,AFR,#00A08B
African Caribbean,3.897071,-5.862803,AFR,#00A08B
African Caribbean,4.4137635,-9.866487,AFR,#00A08B
African Caribbean,3.9283874,-5.995526,AFR,#00A08B
African Caribbean,3.4104133,-6.259902,AFR,#00A08B
African Caribbean,3.9313388,-7.0728807,AFR,#00A08B
African Caribbean,3.9066327,-5.656106,AFR,#00A08B
African Caribbean,3.759856,-4.9761825,AFR,#00A08B
African Caribbean,4.2399397,-7.840554,AFR,#00A08B
African Caribbean,3.879011,-5.2503057,AFR,#00A08B
African Caribbean,4.480242,-6.158613,AFR,#00A08B
African Caribbean,3.9008727,-5.375594,AFR,#00A08B
African Caribbean,4.1709437,-7.2841287,AFR,#00A08B
African Caribbean,4.1755,-5.830592,AFR,#00A08B
African Caribbean,3.9730196,-6.0391207,AFR,#00A08B
African Caribbean,3.8629088,-7.613448,AFR,#00A08B
African Caribbean,3.7794583,-7.090451,AFR,#00A08B
African Caribbean,3.659448,-6.3446884,AFR,#00A08B
African Caribbean,4.006459,-6.1121426,AFR,#00A08B
African Caribbean,3.709059,-7.0072474,AFR,#00A08B
African Caribbean,4.292143,-9.175467,AFR,#00A08B
African Caribbean,4.0519404,-6.846396,AFR,#00A08B
African Caribbean,3.997953,-6.2233925,AFR,#00A08B
African Caribbean,3.8493001,-5.6738176,AFR,#00A08B
African Caribbean,4.1829095,-8.700617,AFR,#00A08B
African Caribbean,4.0191073,-8.3119755,AFR,#00A08B
African Caribbean,4.030338,-6.322554,AFR,#00A08B
African Caribbean,3.6335273,-6.002948,AFR,#00A08B
African Caribbean,3.9272125,-5.7670765,AFR,#00A08B
African Caribbean,4.0938544,-8.106026,AFR,#00A08B
African Caribbean,3.7792487,-5.443817,AFR,#00A08B
African Caribbean,4.31389,-8.515839,AFR,#00A08B
African Caribbean,3.478177,-6.257896,AFR,#00A08B
African Caribbean,3.9463162,-6.1079025,AFR,#00A08B
African Caribbean,3.7952456,-5.1568036,AFR,#00A08B
African Caribbean,4.1416917,-6.500277,AFR,#00A08B
African Caribbean,3.5654335,-6.531034,AFR,#00A08B
African Caribbean,4.169126,-6.0371914,AFR,#00A08B
African Caribbean,3.472769,-6.398164,AFR,#00A08B
African Caribbean,4.167425,-8.671215,AFR,#00A08B
African Caribbean,3.9664035,-7.3854775,AFR,#00A08B
Gambian,7.3449855,13.041779,AFR,#FB00D1
Gambian,6.8347883,13.5435295,AFR,#FB00D1
Gambian,6.9207716,13.610264,AFR,#FB00D1
Gambian,7.259435,12.564537,AFR,#FB00D1
Gambian,7.191309,12.625801,AFR,#FB00D1
Gambian,7.3412576,12.525486,AFR,#FB00D1
Gambian,8.296028,14.309207,AFR,#FB00D1
Gambian,7.1940904,14.330555,AFR,#FB00D1
Gambian,8.280145,14.320385,AFR,#FB00D1
Gambian,7.563037,12.663613,AFR,#FB00D1
Gambian,7.6001754,12.725074,AFR,#FB00D1
Gambian,7.7085295,12.85228,AFR,#FB00D1
Gambian,7.762233,12.856711,AFR,#FB00D1
Gambian,7.687414,12.890311,AFR,#FB00D1
Gambian,7.52559,13.519695,AFR,#FB00D1
Gambian,7.350121,13.534855,AFR,#FB00D1
Gambian,7.390424,13.5041685,AFR,#FB00D1
Gambian,7.6675816,13.512765,AFR,#FB00D1
Gambian,7.083063,13.588652,AFR,#FB00D1
Gambian,7.12285,13.541994,AFR,#FB00D1
Gambian,7.040739,13.33156,AFR,#FB00D1
Gambian,6.554721,13.4681635,AFR,#FB00D1
Gambian,6.808639,13.193034,AFR,#FB00D1
Gambian,7.475243,13.402626,AFR,#FB00D1
Gambian,7.7010307,13.252184,AFR,#FB00D1
Gambian,7.7610226,13.388257,AFR,#FB00D1
Gambian,8.0259075,13.813852,AFR,#FB00D1
Gambian,7.643773,13.839281,AFR,#FB00D1
Gambian,7.9917164,14.107055,AFR,#FB00D1
Gambian,7.318654,13.42321,AFR,#FB00D1
Gambian,7.1439185,13.409,AFR,#FB00D1
Gambian,7.0972176,13.502861,AFR,#FB00D1
Gambian,7.923101,12.957114,AFR,#FB00D1
Gambian,8.2116995,14.202448,AFR,#FB00D1
Gambian,8.032244,13.953888,AFR,#FB00D1
Gambian,6.7453804,13.068932,AFR,#FB00D1
Gambian,7.3808455,12.924365,AFR,#FB00D1
Gambian,6.8436384,13.006437,AFR,#FB00D1
Gambian,6.9265094,13.148658,AFR,#FB00D1
Gambian,6.845064,13.154758,AFR,#FB00D1
Gambian,6.8835793,13.202421,AFR,#FB00D1
Gambian,6.760707,13.023277,AFR,#FB00D1
Gambian,6.653439,13.181051,AFR,#FB00D1
Gambian,6.73385,13.061702,AFR,#FB00D1
Gambian,8.310807,14.260801,AFR,#FB00D1
Gambian,7.249119,14.355589,AFR,#FB00D1
Gambian,8.323843,14.33554,AFR,#FB00D1
Gambian,7.290111,13.414788,AFR,#FB00D1
Gambian,7.3219047,13.499612,AFR,#FB00D1
Gambian,7.302897,13.445662,AFR,#FB00D1
Gambian,7.6982965,13.893333,AFR,#FB00D1
Gambian,7.8224216,14.047714,AFR,#FB00D1
Gambian,7.4758134,13.735427,AFR,#FB00D1
Gambian,8.0952635,14.073597,AFR,#FB00D1
Gambian,7.1153097,14.0717745,AFR,#FB00D1
Gambian,8.074181,14.169409,AFR,#FB00D1
Gambian,7.7117004,12.861911,AFR,#FB00D1
Gambian,7.9217234,12.991365,AFR,#FB00D1
