Population,UMAP1,UMAP2,SP,Color
Puerto Rican,19.155518,-5.147188,AMR,#FB0D0D
Puerto Rican,18.865313,-5.571535,AMR,#FB0D0D
Puerto Rican,18.5691,-5.305848,AMR,#FB0D0D
Puerto Rican,18.614252,-5.5320797,AMR,#FB0D0D
Puerto Rican,18.276253,-6.089807,AMR,#FB0D0D
Puerto Rican,18.57866,-6.0541954,AMR,#FB0D0D
Puerto Rican,19.165546,-4.954757,AMR,#FB0D0D
Puerto Rican,19.057121,-5.7923474,AMR,#FB0D0D
Puerto Rican,18.875437,-5.5821896,AMR,#FB0D0D
Puerto Rican,18.925621,-5.6522336,AMR,#FB0D0D
Puerto Rican,18.299973,-5.992596,AMR,#FB0D0D
Puerto Rican,18.986616,-5.183799,AMR,#FB0D0D
Puerto Rican,19.012215,-5.1953983,AMR,#FB0D0D
Puerto Rican,18.604706,-5.558715,AMR,#FB0D0D
Puerto Rican,18.652193,-5.899807,AMR,#FB0D0D
Dai Chinese,1.0415081,25.242296,EAS,#DA16FF
Dai Chinese,0.22081457,23.768108,EAS,#DA16FF
Dai Chinese,0.50327307,23.673302,EAS,#DA16FF
Dai Chinese,0.24688305,23.800707,EAS,#DA16FF
Dai Chinese,0.6267802,24.536198,EAS,#DA16FF
Dai Chinese,0.25923583,23.78808,EAS,#DA16FF
Dai Chinese,0.2052438,23.65512,EAS,#DA16FF
Dai Chinese,0.36436722,24.056887,EAS,#DA16FF
Dai Chinese,1.062277,24.911667,EAS,#DA16FF
Dai Chinese,0.8635188,25.544643,EAS,#DA16FF
Dai Chinese,0.25819317,23.644075,EAS,#DA16FF
Dai Chinese,0.9533098,26.533945,EAS,#DA16FF
Dai Chinese,0.46385127,23.732603,EAS,#DA16FF
Dai Chinese,0.61091495,23.74352,EAS,#DA16FF
Dai Chinese,-0.11852409,24.323706,EAS,#DA16FF
Dai Chinese,0.7464609,25.693733,EAS,#DA16FF
Dai Chinese,0.788012,26.274881,EAS,#DA16FF
Dai Chinese,1.0021247,26.823383,EAS,#DA16FF
Dai Chinese,0.9468541,26.635155,EAS,#DA16FF
Dai Chinese,-2.7750366,13.681231,EAS,#DA16FF
Dai Chinese,1.0971112,26.997173,EAS,#DA16FF
Dai Chinese,0.85130996,26.769674,EAS,#DA16FF
Dai Chinese,0.55826926,24.095558,EAS,#DA16FF
Dai Chinese,0.9917783,25.103544,EAS,#DA16FF
Dai Chinese,0.6144803,23.61624,EAS,#DA16FF
Dai Chinese,0.6401091,23.676868,EAS,#DA16FF
Dai Chinese,1.2193148,26.52499,EAS,#DA16FF
Dai Chinese,0.45697576,23.800728,EAS,#DA16FF
Dai Chinese,0.9143009,25.140583,EAS,#DA16FF
Dai Chinese,0.4022249,23.649624,EAS,#DA16FF
Dai Chinese,0.833303,26.816284,EAS,#DA16FF
Dai Chinese,0.9703359,26.846014,EAS,#DA16FF
Dai Chinese,0.9561099,26.63027,EAS,#DA16FF
Dai Chinese,-0.10436192,24.170143,EAS,#DA16FF
Dai Chinese,0.96808004,25.979248,EAS,#DA16FF
Dai Chinese,0.9544524,26.84742,EAS,#DA16FF
Dai Chinese,1.0221403,26.89418,EAS,#DA16FF
Dai Chinese,1.0088184,25.347916,EAS,#DA16FF
Dai Chinese,0.4751463,23.722607,EAS,#DA16FF
Dai Chinese,0.37601385,24.831684,EAS,#DA16FF
Dai Chinese,1.1531836,26.88299,EAS,#DA16FF
Dai Chinese,1.0736384,25.1229,EAS,#DA16FF
Dai Chinese,1.0613759,26.747755,EAS,#DA16FF
Dai Chinese,1.1717067,26.574701,EAS,#DA16FF
Dai Chinese,1.0993912,25.216389,EAS,#DA16FF
Dai Chinese,0.7800779,25.079128,EAS,#DA16FF
Dai Chinese,0.22461931,23.686047,EAS,#DA16FF
Dai Chinese,1.0072511,25.28043,EAS,#DA16FF
Dai Chinese,0.36972752,23.834522,EAS,#DA16FF
Dai Chinese,0.48232123,23.662271,EAS,#DA16FF
Dai Chinese,1.123754,26.708002,EAS,#DA16FF
Dai Chinese,0.39729035,23.784449,EAS,#DA16FF
Dai Chinese,-0.12196129,24.359041,EAS,#DA16FF
Dai Chinese,1.1087527,26.731857,EAS,#DA16FF
Dai Chinese,0.9645202,25.042389,EAS,#DA16FF
Dai Chinese,0.20474981,23.749954,EAS,#DA16FF
Dai Chinese,0.6406713,25.145937,EAS,#DA16FF
Dai Chinese,1.0914526,26.618402,EAS,#DA16FF
Dai Chinese,0.49210617,23.978065,EAS,#DA16FF
Dai Chinese,0.5580215,23.638556,EAS,#DA16FF
Dai Chinese,1.0751868,26.872646,EAS,#DA16FF
Dai Chinese,0.25705168,24.090595,EAS,#DA16FF
Dai Chinese,1.1029043,27.005651,EAS,#DA16FF
Dai Chinese,0.81685483,26.54582,EAS,#DA16FF
Dai Chinese,0.18588966,23.679426,EAS,#DA16FF
Dai Chinese,0.7723705,25.149221,EAS,#DA16FF
Dai Chinese,0.9120256,26.097618,EAS,#DA16FF
Dai Chinese,0.49573293,24.168535,EAS,#DA16FF
Dai Chinese,0.39013758,24.235027,EAS,#DA16FF
Dai Chinese,0.29150277,23.909033,EAS,#DA16FF
Dai Chinese,0.8919748,26.874147,EAS,#DA16FF
Dai Chinese,1.0264385,26.358313,EAS,#DA16FF
Dai Chinese,0.857907,25.320868,EAS,#DA16FF
Dai Chinese,0.66424763,23.634867,EAS,#DA16FF
Dai Chinese,0.08240568,24.433187,EAS,#DA16FF
Dai Chinese,1.136945,26.758802,EAS,#DA16FF
Dai Chinese,1.2540106,26.95266,EAS,#DA16FF
Dai Chinese,0.12997185,23.636673,EAS,#DA16FF
Dai Chinese,0.4773939,23.729212,EAS,#DA16FF
Dai Chinese,1.0860988,26.38287,EAS,#DA16FF
Dai Chinese,-0.0058965175,24.507288,EAS,#DA16FF
Dai Chinese,1.082635,26.995832,EAS,#DA16FF
Dai Chinese,1.1021004,26.821762,EAS,#DA16FF
Dai Chinese,0.90401566,26.77744,EAS,#DA16FF
Dai Chinese,1.0138279,24.459867,EAS,#DA16FF
Dai Chinese,0.023750314,24.172388,EAS,#DA16FF
Dai Chinese,0.50560576,24.280548,EAS,#DA16FF
Dai Chinese,-0.0036458103,24.129246,EAS,#DA16FF
Dai Chinese,0.7028316,25.243519,EAS,#DA16FF
Dai Chinese,1.0144656,26.749912,EAS,#DA16FF
Dai Chinese,1.1690675,26.74589,EAS,#DA16FF
Dai Chinese,0.07778752,24.064886,EAS,#DA16FF
Dai Chinese,0.42098525,23.583384,EAS,#DA16FF
Colombian,16.158062,-7.0578365,AMR,#222A2A
Colombian,16.36554,-8.08773,AMR,#222A2A
Colombian,16.218315,-7.491147,AMR,#222A2A
Colombian,16.093601,-7.502232,AMR,#222A2A
Colombian,16.355791,-9.023069,AMR,#222A2A
Colombian,16.509811,-8.657246,AMR,#222A2A
Colombian,16.675112,-8.737641,AMR,#222A2A
Colombian,16.646967,-8.787428,AMR,#222A2A
Colombian,16.725643,-8.748027,AMR,#222A2A
Colombian,16.289713,-8.4394655,AMR,#222A2A
Colombian,16.275867,-8.512378,AMR,#222A2A
Colombian,16.082178,-7.863406,AMR,#222A2A
Colombian,16.061766,-7.967037,AMR,#222A2A
Colombian,16.068901,-8.001061,AMR,#222A2A
Colombian,15.914474,-8.270901,AMR,#222A2A
Colombian,15.888843,-8.311901,AMR,#222A2A
Colombian,15.849486,-8.262448,AMR,#222A2A
Colombian,17.05981,-7.974584,AMR,#222A2A
Colombian,16.741474,-7.963127,AMR,#222A2A
Colombian,16.981651,-7.7864237,AMR,#222A2A
Colombian,17.12621,-8.398143,AMR,#222A2A
Colombian,16.63301,-8.818296,AMR,#222A2A
Colombian,16.719097,-8.976871,AMR,#222A2A
Colombian,16.71871,-8.913741,AMR,#222A2A
Colombian,16.355274,-8.489058,AMR,#222A2A
Colombian,16.370209,-8.191722,AMR,#222A2A
Colombian,16.399712,-8.447043,AMR,#222A2A
Colombian,16.710867,-8.454298,AMR,#222A2A
Colombian,16.87141,-8.4360485,AMR,#222A2A
Colombian,16.789148,-8.379293,AMR,#222A2A
Colombian,15.922062,-8.022997,AMR,#222A2A
Colombian,15.8050785,-8.252858,AMR,#222A2A
Colombian,15.867814,-8.030023,AMR,#222A2A
Colombian,16.225016,-7.437231,AMR,#222A2A
Colombian,16.695078,-8.141861,AMR,#222A2A
Colombian,16.325527,-7.75775,AMR,#222A2A
Colombian,16.456114,-8.506609,AMR,#222A2A
Colombian,16.818256,-8.340885,AMR,#222A2A
Colombian,17.024082,-8.260492,AMR,#222A2A
Colombian,16.940237,-8.230703,AMR,#222A2A
Colombian,16.373886,-7.859083,AMR,#222A2A
Colombian,16.287882,-7.4622025,AMR,#222A2A
Colombian,16.34811,-7.6510534,AMR,#222A2A
Colombian,15.545424,-8.176193,AMR,#222A2A
Colombian,15.49023,-8.183277,AMR,#222A2A
Colombian,15.569662,-8.196131,AMR,#222A2A
Colombian,16.213085,-8.19078,AMR,#222A2A
Colombian,16.222145,-8.516184,AMR,#222A2A
Colombian,16.44368,-8.294829,AMR,#222A2A
Colombian,16.506128,-11.212356,AMR,#222A2A
Colombian,17.73014,-7.822712,AMR,#222A2A
Colombian,17.042181,-9.44095,AMR,#222A2A
Colombian,16.226736,-8.875944,AMR,#222A2A
Colombian,16.246405,-8.63439,AMR,#222A2A
Colombian,16.257347,-8.675549,AMR,#222A2A
Colombian,16.348745,-7.6870685,AMR,#222A2A
Colombian,16.246716,-8.1150875,AMR,#222A2A
Colombian,16.330465,-7.8535047,AMR,#222A2A
Colombian,16.073671,-8.774293,AMR,#222A2A
Colombian,15.998819,-8.491042,AMR,#222A2A
Colombian,16.009966,-8.593772,AMR,#222A2A
Colombian,16.32248,-7.676136,AMR,#222A2A
Colombian,16.230862,-7.5134115,AMR,#222A2A
Colombian,16.239843,-7.686694,AMR,#222A2A
Colombian,15.73922,-8.349491,AMR,#222A2A
Colombian,15.745224,-8.373312,AMR,#222A2A
Colombian,15.696707,-8.362766,AMR,#222A2A
Colombian,16.57883,-8.634951,AMR,#222A2A
Colombian,16.573544,-8.625191,AMR,#222A2A
Colombian,16.611427,-8.669782,AMR,#222A2A
Colombian,16.511185,-8.4215355,AMR,#222A2A
Colombian,17.095821,-8.374034,AMR,#222A2A
Colombian,17.078472,-7.8657064,AMR,#222A2A
Colombian,17.02676,-8.091433,AMR,#222A2A
Colombian,17.096226,-7.841245,AMR,#222A2A
Colombian,16.466684,-11.562848,AMR,#222A2A
Colombian,16.356995,-8.717856,AMR,#222A2A
Colombian,16.134443,-8.204742,AMR,#222A2A
Colombian,16.207949,-8.226995,AMR,#222A2A
Colombian,16.160784,-8.126789,AMR,#222A2A
Colombian,16.350723,-8.381086,AMR,#222A2A
Colombian,16.303997,-8.386698,AMR,#222A2A
Colombian,16.37707,-8.349413,AMR,#222A2A
Colombian,16.019579,-8.234224,AMR,#222A2A
Colombian,16.28382,-8.299835,AMR,#222A2A
Colombian,16.113873,-8.272323,AMR,#222A2A
Colombian,16.710941,-7.3797708,AMR,#222A2A
Colombian,17.530546,-7.716176,AMR,#222A2A
Colombian,17.322016,-7.372724,AMR,#222A2A
Colombian,16.225452,-8.815964,AMR,#222A2A
Colombian,16.134838,-8.636347,AMR,#222A2A
Colombian,16.220129,-8.734554,AMR,#222A2A
Colombian,16.432276,-10.989305,AMR,#222A2A
Colombian,16.052355,-7.4140835,AMR,#222A2A
Colombian,16.069687,-7.175073,AMR,#222A2A
Colombian,16.012014,-7.299871,AMR,#222A2A
Colombian,17.194805,-7.8686333,AMR,#222A2A
Colombian,16.364908,-9.757479,AMR,#222A2A
Colombian,16.424492,-11.536419,AMR,#222A2A
Colombian,16.540058,-8.632185,AMR,#222A2A
Colombian,16.329624,-8.724271,AMR,#222A2A
Colombian,16.770245,-9.078961,AMR,#222A2A
Colombian,16.758795,-9.052796,AMR,#222A2A
Colombian,16.717575,-8.954516,AMR,#222A2A
Colombian,16.462475,-9.607643,AMR,#222A2A
Colombian,17.39409,-8.255084,AMR,#222A2A
Colombian,17.67879,-7.92063,AMR,#222A2A
Colombian,17.529907,-8.074657,AMR,#222A2A
Colombian,17.067614,-8.171751,AMR,#222A2A
Colombian,16.76858,-8.021917,AMR,#222A2A
Colombian,16.843607,-8.274415,AMR,#222A2A
Colombian,16.363785,-7.5966697,AMR,#222A2A
Colombian,16.03653,-7.914593,AMR,#222A2A
Colombian,16.254778,-7.457207,AMR,#222A2A
Colombian,17.736383,-7.859655,AMR,#222A2A
Colombian,16.298117,-9.42381,AMR,#222A2A
Colombian,17.053286,-6.8496943,AMR,#222A2A
Colombian,16.440138,-7.26584,AMR,#222A2A
Colombian,16.651285,-7.106405,AMR,#222A2A
Colombian,16.04378,-7.464793,AMR,#222A2A
Colombian,16.099245,-7.746206,AMR,#222A2A
Colombian,16.05166,-7.5329394,AMR,#222A2A
Colombian,15.887962,-8.594869,AMR,#222A2A
Colombian,16.033056,-8.757894,AMR,#222A2A
Colombian,15.98395,-8.515114,AMR,#222A2A
Colombian,15.857119,-8.489352,AMR,#222A2A
Colombian,15.905173,-8.418565,AMR,#222A2A
Colombian,15.868133,-8.382244,AMR,#222A2A
Colombian,16.64574,-8.300558,AMR,#222A2A
Colombian,17.691515,-7.843032,AMR,#222A2A
Colombian,17.370707,-8.036794,AMR,#222A2A
Colombian,17.468885,-8.069466,AMR,#222A2A
Iberian Spain,17.998114,2.3410938,EUR,#B68100
Iberian Spain,17.994078,2.3421776,EUR,#B68100
Iberian Spain,18.016502,2.3610816,EUR,#B68100
Iberian Spain,17.65764,2.6176107,EUR,#B68100
Iberian Spain,17.695812,2.7256067,EUR,#B68100
Iberian Spain,17.62476,2.6690161,EUR,#B68100
Iberian Spain,16.674273,2.745561,EUR,#B68100
Iberian Spain,16.58495,2.8369458,EUR,#B68100
Iberian Spain,16.638094,2.8355837,EUR,#B68100
Iberian Spain,17.612993,2.3469944,EUR,#B68100
Iberian Spain,17.47038,2.5312011,EUR,#B68100
Iberian Spain,17.51506,2.4664054,EUR,#B68100
Iberian Spain,18.404627,1.6238,EUR,#B68100
Iberian Spain,18.42681,1.7277336,EUR,#B68100
Iberian Spain,18.366014,1.7019901,EUR,#B68100
Iberian Spain,19.476818,3.2006161,EUR,#B68100
Iberian Spain,19.531017,3.2326303,EUR,#B68100
Iberian Spain,19.498627,3.2136629,EUR,#B68100
Iberian Spain,17.497242,3.6181583,EUR,#B68100
Iberian Spain,17.45989,3.5028243,EUR,#B68100
Iberian Spain,17.47539,3.5063996,EUR,#B68100
Iberian Spain,17.751034,3.8366723,EUR,#B68100
Iberian Spain,17.805428,3.8030708,EUR,#B68100
Iberian Spain,17.7715,3.863561,EUR,#B68100
Iberian Spain,16.677393,1.9655522,EUR,#B68100
Iberian Spain,16.833134,1.8783456,EUR,#B68100
Iberian Spain,16.755816,1.955858,EUR,#B68100
Iberian Spain,16.941341,3.1969457,EUR,#B68100
Iberian Spain,16.892754,3.1632671,EUR,#B68100
Iberian Spain,16.903307,3.1888719,EUR,#B68100
Iberian Spain,17.81432,1.4946836,EUR,#B68100
Iberian Spain,17.812412,1.5606387,EUR,#B68100
Iberian Spain,17.73685,1.5662162,EUR,#B68100
Iberian Spain,17.29152,2.4719481,EUR,#B68100
Iberian Spain,17.299654,2.4066918,EUR,#B68100
Iberian Spain,17.423933,2.4107819,EUR,#B68100
Iberian Spain,16.531675,1.761702,EUR,#B68100
Iberian Spain,16.5181,1.7606134,EUR,#B68100
Iberian Spain,16.548605,1.8220901,EUR,#B68100
Iberian Spain,18.277258,2.7138515,EUR,#B68100
Iberian Spain,18.26976,2.727042,EUR,#B68100
Iberian Spain,18.346502,2.6526992,EUR,#B68100
Iberian Spain,18.659044,2.4539015,EUR,#B68100
Iberian Spain,18.601164,2.4359052,EUR,#B68100
Iberian Spain,18.72069,2.4545095,EUR,#B68100
Iberian Spain,18.668642,2.2740505,EUR,#B68100
Iberian Spain,18.736423,2.1838837,EUR,#B68100
Iberian Spain,18.700773,2.1614368,EUR,#B68100
Iberian Spain,17.253817,1.1178331,EUR,#B68100
Iberian Spain,17.276016,1.1056851,EUR,#B68100
Iberian Spain,17.287603,1.1313474,EUR,#B68100
Iberian Spain,17.242672,2.7794154,EUR,#B68100
Iberian Spain,17.178488,2.6513622,EUR,#B68100
Iberian Spain,17.333729,2.8892791,EUR,#B68100
Iberian Spain,18.20424,3.2916424,EUR,#B68100
Iberian Spain,18.08562,3.170985,EUR,#B68100
Iberian Spain,18.156282,3.389672,EUR,#B68100
Iberian Spain,17.549702,2.0247848,EUR,#B68100
Iberian Spain,17.560087,2.1691804,EUR,#B68100
Iberian Spain,17.515991,1.9635313,EUR,#B68100
Iberian Spain,18.412674,2.1794925,EUR,#B68100
Iberian Spain,18.549276,2.1307793,EUR,#B68100
Iberian Spain,18.455744,2.1386049,EUR,#B68100
Iberian Spain,18.171667,3.4000216,EUR,#B68100
Iberian Spain,18.122807,3.4636197,EUR,#B68100
Iberian Spain,18.144714,3.426606,EUR,#B68100
Iberian Spain,16.481207,2.5478761,EUR,#B68100
Iberian Spain,16.794277,2.489447,EUR,#B68100
Iberian Spain,16.550558,2.4691434,EUR,#B68100
Iberian Spain,17.149542,2.7809744,EUR,#B68100
Iberian Spain,17.285076,2.6480632,EUR,#B68100
Iberian Spain,17.171492,2.7741776,EUR,#B68100
Iberian Spain,16.944853,2.5384152,EUR,#B68100
Iberian Spain,17.30632,2.5202997,EUR,#B68100
Iberian Spain,17.285917,2.4120991,EUR,#B68100
Iberian Spain,17.037977,3.234978,EUR,#B68100
Iberian Spain,17.105463,3.1720624,EUR,#B68100
Iberian Spain,17.121208,3.0951328,EUR,#B68100
Iberian Spain,16.646315,2.131729,EUR,#B68100
Iberian Spain,16.727922,2.0950065,EUR,#B68100
Iberian Spain,16.721268,2.1974115,EUR,#B68100
Iberian Spain,16.60175,3.0592682,EUR,#B68100
Iberian Spain,16.638372,3.0614061,EUR,#B68100
Iberian Spain,16.705986,3.1872218,EUR,#B68100
Iberian Spain,18.835388,2.512877,EUR,#B68100
Iberian Spain,18.834726,2.4945407,EUR,#B68100
Iberian Spain,18.84755,2.4963448,EUR,#B68100
Iberian Spain,18.494528,2.7304337,EUR,#B68100
Iberian Spain,18.65066,2.8647828,EUR,#B68100
Iberian Spain,18.633226,2.7876449,EUR,#B68100
Iberian Spain,17.602598,1.7553694,EUR,#B68100
Iberian Spain,17.522156,1.6884731,EUR,#B68100
Iberian Spain,17.462221,1.7750144,EUR,#B68100
Iberian Spain,16.323994,2.0495331,EUR,#B68100
Iberian Spain,16.336756,1.9266802,EUR,#B68100
Iberian Spain,16.406315,1.859916,EUR,#B68100
Iberian Spain,18.661844,3.1583886,EUR,#B68100
Iberian Spain,18.693918,3.1450973,EUR,#B68100
Iberian Spain,18.487644,3.2343206,EUR,#B68100
Iberian Spain,17.301462,1.0736978,EUR,#B68100
Iberian Spain,17.24424,1.1768357,EUR,#B68100
Iberian Spain,17.267525,1.1367807,EUR,#B68100
Iberian Spain,18.55209,2.9649236,EUR,#B68100
Iberian Spain,18.620373,2.9826062,EUR,#B68100
Iberian Spain,18.624784,2.9714308,EUR,#B68100
Iberian Spain,18.329657,1.478759,EUR,#B68100
Iberian Spain,18.307957,1.4527569,EUR,#B68100
Iberian Spain,18.29494,1.4130793,EUR,#B68100
Iberian Spain,18.700333,2.4915965,EUR,#B68100
Iberian Spain,18.706867,2.431175,EUR,#B68100
Iberian Spain,18.850807,2.462449,EUR,#B68100
Iberian Spain,16.333883,2.900941,EUR,#B68100
Iberian Spain,16.328646,2.8776026,EUR,#B68100
Iberian Spain,16.36566,2.8582237,EUR,#B68100
Iberian Spain,17.985783,2.8409429,EUR,#B68100
Iberian Spain,18.518688,2.7775629,EUR,#B68100
Iberian Spain,18.294998,2.8602445,EUR,#B68100
Iberian Spain,18.143482,2.852269,EUR,#B68100
Iberian Spain,17.739214,2.1341715,EUR,#B68100
Iberian Spain,16.797358,2.4767408,EUR,#B68100
Iberian Spain,18.037739,2.9069698,EUR,#B68100
Iberian Spain,18.13718,2.9509623,EUR,#B68100
Iberian Spain,18.274931,2.814128,EUR,#B68100
Iberian Spain,18.295982,2.8855817,EUR,#B68100
Iberian Spain,17.504927,3.1576338,EUR,#B68100
Iberian Spain,17.498602,3.0583158,EUR,#B68100
Iberian Spain,17.453402,3.0018663,EUR,#B68100
Iberian Spain,17.995739,1.6081808,EUR,#B68100
Iberian Spain,17.889877,1.5964502,EUR,#B68100
Iberian Spain,17.97821,1.6485386,EUR,#B68100
Iberian Spain,18.227268,2.038608,EUR,#B68100
Iberian Spain,17.820202,2.2631063,EUR,#B68100
Iberian Spain,17.79058,2.317624,EUR,#B68100
Iberian Spain,17.914404,3.5780323,EUR,#B68100
Iberian Spain,17.694168,3.438948,EUR,#B68100
Iberian Spain,17.967655,3.5737414,EUR,#B68100
Iberian Spain,17.397732,2.0479844,EUR,#B68100
Iberian Spain,16.784845,2.2978446,EUR,#B68100
Iberian Spain,18.08094,1.9876257,EUR,#B68100
Iberian Spain,17.88706,3.694044,EUR,#B68100
Iberian Spain,17.868025,3.7590866,EUR,#B68100
Iberian Spain,17.861048,3.771404,EUR,#B68100
Iberian Spain,18.617424,2.8890836,EUR,#B68100
Iberian Spain,18.48039,2.8311656,EUR,#B68100
Iberian Spain,18.51077,2.8816261,EUR,#B68100
Iberian Spain,18.971624,1.7066994,EUR,#B68100
Iberian Spain,18.904818,1.7127088,EUR,#B68100
Iberian Spain,18.838724,1.8016285,EUR,#B68100
Iberian Spain,17.647686,2.7714164,EUR,#B68100
Iberian Spain,17.527388,2.8392131,EUR,#B68100
Iberian Spain,17.638199,2.834565,EUR,#B68100
Iberian Spain,17.70055,2.360241,EUR,#B68100
Iberian Spain,17.297665,2.193585,EUR,#B68100
Iberian Spain,17.381844,2.1814368,EUR,#B68100
Iberian Spain,17.530083,3.5837805,EUR,#B68100
Iberian Spain,17.519398,3.3931384,EUR,#B68100
Iberian Spain,17.400461,3.5434206,EUR,#B68100
Peruvian,16.368362,-12.262484,AMR,#750D86
Peruvian,16.488352,-11.700093,AMR,#750D86
Peruvian,16.428972,-11.88499,AMR,#750D86
Peruvian,16.396578,-13.518395,AMR,#750D86
Peruvian,15.71986,-15.0929575,AMR,#750D86
Peruvian,16.30754,-13.76753,AMR,#750D86
Peruvian,16.434397,-11.482409,AMR,#750D86
Peruvian,16.395393,-11.792567,AMR,#750D86
Peruvian,16.405464,-11.656682,AMR,#750D86
Peruvian,16.20531,-12.68488,AMR,#750D86
Peruvian,16.260416,-12.357666,AMR,#750D86
Peruvian,16.203497,-12.465051,AMR,#750D86
Peruvian,15.915449,-14.269002,AMR,#750D86
Peruvian,15.970208,-14.089306,AMR,#750D86
Peruvian,15.915202,-14.185702,AMR,#750D86
Peruvian,15.546963,-15.252607,AMR,#750D86
Peruvian,16.236572,-13.785776,AMR,#750D86
Peruvian,16.07169,-14.275312,AMR,#750D86
Peruvian,15.659432,-14.971972,AMR,#750D86
Peruvian,16.160416,-13.276636,AMR,#750D86
Peruvian,16.229172,-14.020135,AMR,#750D86
Peruvian,15.7006855,-15.116805,AMR,#750D86
Peruvian,15.828574,-14.989936,AMR,#750D86
Peruvian,15.772183,-15.114348,AMR,#750D86
Peruvian,16.097458,-13.791427,AMR,#750D86
Peruvian,16.18824,-12.348417,AMR,#750D86
Peruvian,16.064627,-13.343797,AMR,#750D86
Peruvian,16.605719,-13.654001,AMR,#750D86
Peruvian,16.625929,-13.648736,AMR,#750D86
Peruvian,16.613455,-13.655392,AMR,#750D86
Peruvian,15.675112,-15.140656,AMR,#750D86
Peruvian,16.14528,-14.077916,AMR,#750D86
Peruvian,15.989026,-14.547358,AMR,#750D86
Peruvian,16.047478,-13.92184,AMR,#750D86
Peruvian,15.931064,-14.153001,AMR,#750D86
Peruvian,15.940786,-14.154075,AMR,#750D86
Peruvian,16.05528,-13.430396,AMR,#750D86
Peruvian,15.978956,-13.653502,AMR,#750D86
Peruvian,15.952475,-13.533205,AMR,#750D86
Peruvian,16.512123,-11.903157,AMR,#750D86
Peruvian,16.546856,-11.966001,AMR,#750D86
Peruvian,16.524221,-11.915513,AMR,#750D86
Peruvian,16.10695,-14.203509,AMR,#750D86
Peruvian,15.82979,-14.744232,AMR,#750D86
Peruvian,15.878172,-14.4607525,AMR,#750D86
Peruvian,15.891835,-14.802123,AMR,#750D86
Peruvian,15.900715,-14.887181,AMR,#750D86
Peruvian,15.879712,-14.8639965,AMR,#750D86
Peruvian,15.689774,-15.117294,AMR,#750D86
Peruvian,16.380024,-11.75941,AMR,#750D86
Peruvian,16.086632,-12.408368,AMR,#750D86
Peruvian,15.709742,-15.062808,AMR,#750D86
Peruvian,15.991587,-13.747659,AMR,#750D86
Peruvian,16.142515,-13.593878,AMR,#750D86
Peruvian,16.487806,-11.937693,AMR,#750D86
Peruvian,16.39492,-12.088664,AMR,#750D86
Peruvian,16.234922,-14.089804,AMR,#750D86
Peruvian,15.831055,-14.92657,AMR,#750D86
Peruvian,16.084309,-14.5017605,AMR,#750D86
Peruvian,16.019066,-13.862374,AMR,#750D86
Peruvian,16.1134,-13.931472,AMR,#750D86
Peruvian,16.104477,-13.992761,AMR,#750D86
Peruvian,16.262531,-13.743106,AMR,#750D86
Peruvian,16.35817,-13.716342,AMR,#750D86
Peruvian,16.26766,-13.782369,AMR,#750D86
Peruvian,16.609524,-13.696457,AMR,#750D86
Peruvian,16.61082,-13.681667,AMR,#750D86
Peruvian,16.623241,-13.692812,AMR,#750D86
Peruvian,16.067213,-13.805514,AMR,#750D86
Peruvian,15.980795,-14.683548,AMR,#750D86
Peruvian,16.087608,-14.303979,AMR,#750D86
Peruvian,15.807761,-14.55395,AMR,#750D86
Peruvian,15.901092,-14.471211,AMR,#750D86
Peruvian,16.368864,-14.100537,AMR,#750D86
Peruvian,16.351147,-14.107481,AMR,#750D86
Peruvian,16.374691,-14.194899,AMR,#750D86
Peruvian,17.722181,-7.8599286,AMR,#750D86
Peruvian,16.068115,-14.1780615,AMR,#750D86
Peruvian,16.513987,-12.256936,AMR,#750D86
Peruvian,16.512524,-12.031483,AMR,#750D86
Peruvian,16.525774,-12.15406,AMR,#750D86
Peruvian,16.148159,-14.0120125,AMR,#750D86
Peruvian,15.724178,-14.743104,AMR,#750D86
Peruvian,15.702623,-14.940961,AMR,#750D86
Peruvian,15.780016,-14.725019,AMR,#750D86
Peruvian,15.645523,-15.0935335,AMR,#750D86
Peruvian,15.680803,-15.057654,AMR,#750D86
Peruvian,15.811513,-14.902677,AMR,#750D86
Peruvian,15.74238,-15.031446,AMR,#750D86
Peruvian,16.26728,-12.225494,AMR,#750D86
Peruvian,16.412615,-11.832136,AMR,#750D86
Peruvian,15.748372,-15.008931,AMR,#750D86
Peruvian,15.817421,-14.445293,AMR,#750D86
Peruvian,15.780499,-14.820195,AMR,#750D86
Peruvian,16.126078,-13.809221,AMR,#750D86
Peruvian,15.706337,-15.003034,AMR,#750D86
Peruvian,15.761881,-14.602672,AMR,#750D86
Peruvian,15.60773,-15.202438,AMR,#750D86
Peruvian,15.601353,-15.248761,AMR,#750D86
Peruvian,15.573851,-15.244204,AMR,#750D86
Peruvian,16.516596,-12.01641,AMR,#750D86
Peruvian,15.67799,-15.155276,AMR,#750D86
Peruvian,16.101202,-13.359226,AMR,#750D86
Peruvian,15.833066,-14.561571,AMR,#750D86
Peruvian,15.927387,-13.834247,AMR,#750D86
Peruvian,16.146084,-13.711153,AMR,#750D86
Peruvian,16.218342,-13.654187,AMR,#750D86
Peruvian,16.154272,-13.697634,AMR,#750D86
Peruvian,15.801035,-15.083013,AMR,#750D86
Peruvian,16.107567,-14.62757,AMR,#750D86
Peruvian,15.946484,-15.09725,AMR,#750D86
